
		SOrg.	SaTy	Sales Doc.	Sold-to	Name 1	Ship-to	Name 1	CustLoy	Foc.Cust	Territory	Created On	Typ	Material	Item Description	Order Qty	Corr.qty	ConfirmQty	SU	      BO value	Crcy	InitReqDt	promised	Mat.Av.Dt.	Dlv.Date	DS	DB	BOstatus	BO	   BO status changed	GM	unc.	Description	Shp. Cond.	Route	Req.dlv.dt
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	330170	Anillo de retención	       1	      1		PC	        1.788	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2184374	Junta tórica 37X2	       1	      1		PC	        2.188	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2332059	Pantalla guardapolvo	       1	      1		PC	       11.370	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	209378	Anillo de junta 18,85x2,93x22,25	       1	      1		PC	        2.090	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2150956	Anillo de junta 22x17,1x4,6	       1	      1		PC	        7.016	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	209379	Junta tórica 13.94X2.62	       1	      1		PC	          550	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2161044	Junta tórica 24.99X3.53	       2	      2		PC	        2.218	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2146795	Rotor TE 50 03 220-240V kit de servicio	       1	      1		PC	      101.492	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2094540	Rueda dentada  Z=37	       1	      1		PC	       20.092	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2107327	Acopladura	       1	      1		PC	        3.136	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2094949	Tapa p.term	       1	      1		PC	       13.981	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8650	ZRO	7237338530	15929574	LARRAIN PRIETO RISOPATRON S A	31282347	LARRAIN PRIETO RISOPATRON S A		X	TCL3300016	18.03.2025	X6	2081589	Anillo	       1	      1		PC	        2.304	CLP		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 15:35:45		X	REPAIR PARTS	0E	ZCL401	18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	2108621	Kit eléctrico Motor	       1	      1		EA	       316,42	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	2093942	Jogo de juntas TE 1000_02	       1	      1		PC	        37,22	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	440606	Protector de pó frente	       1	      1		PC	         8,82	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	411651	Anilha isolamento SR	       1	      1		PC	        21,67	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	250740	Rolamento esferas 8X22X7-2RS	       1	      1		PC	        18,84	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	X6	234361	Tampa de rolamento	       1	      1		PC	        54,94	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	206145	O-ring 21.3X2.4	       1	      1		PC	         3,41	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237338958	26526721	PORTO REAL LOCACAO DE MAQUINAS	26526721	PORTO REAL LOCACAO DE MAQUINAS			TBR2020506	18.03.2025	PD	234227	Mola de compressão 21,65x5,4	       1	      1		PC	         5,07	BRL				18.03.2025		Z3	Unproc	X	 18.03.2025 18:44:59		X	REPAIR PARTS	ST		18.03.2025
		8300	ZRO	7237339199	30616204	RESIDENCIAL NOVA RIBEIRANIA SPE	30616205	RESIDENCIAL NOVA RIBEIRANIA SPE			TBR1010602	18.03.2025	X6	2031389	Carreg. bateria C 4/36-90 220V caixa	       1	      1		PC	     1.309,39	BRL				18.03.2025		Z3	Unproc	X	 20.03.2025 17:20:45		X	NURON	0E	ZBR7K1	18.03.2025
		8300	ZRO	7237339244	30616204	RESIDENCIAL NOVA RIBEIRANIA SPE	30616205	RESIDENCIAL NOVA RIBEIRANIA SPE			TBR1010602	18.03.2025	X6	2034217	Carreg. bateria C 4/36-350 220V caixa	       1	      1		PC	     1.799,89	BRL				18.03.2025		Z3	Unproc	X	 20.03.2025 17:23:16		X	NURON	0E	ZBR7K1	18.03.2025
		8300	ZRO	7237339277	30616204	RESIDENCIAL NOVA RIBEIRANIA SPE	30616205	RESIDENCIAL NOVA RIBEIRANIA SPE			TBR1010602	18.03.2025	X0	2136393	Bateria B 22/2.6 Li-ion	       1	      1		PC	     1.030,88	BRL				18.03.2025		Z3	Unproc	X	 20.03.2025 17:24:22		X	NURON	0E	ZBR7K1	18.03.2025
		8300	ZRO	7237339300	30616204	RESIDENCIAL NOVA RIBEIRANIA SPE	30616205	RESIDENCIAL NOVA RIBEIRANIA SPE			TBR1010602	18.03.2025	X0	2136393	Bateria B 22/2.6 Li-ion	       1	      1		PC	     1.030,88	BRL				18.03.2025		Z3	Unproc	X	 20.03.2025 17:25:53		X	NURON	0E	ZBR7K1	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2109654	Rotor TE 800 110-127V kit de servicio	       1	      1		PC	     3.313,00	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2109687	Estator TE 800 120V embal.	       1	      1		PC	     1.964,94	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2103924	Escobilla de carbón 100-120V juego	       1	      1		PC	       272,10	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2110678	Electrónica TE 800 100-230V embal.	       1	      1		PC	     2.261,97	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2073337	Cable de red USA/CDN 15A 2xAWG14 4m cpl	       1	      1		PC	       336,49	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2034383	Envoltura AVR cpl	       1	      1		PC	     1.736,46	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2081266	Pantalla guardapolvo adel.	       1	      1		PC	       256,52	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2110677	Juego de juntas TE 800	       1	      1		PC	       639,75	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	233560	Junta tórica 58X2.5	       1	      1		PC	        11,42	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2109801	Caballete de soporte TE 800 kit de servi	       1	      1		PC	       624,17	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2035809	Empuñadura cpl	       1	      1		PC	       831,88	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2095061	Corredera cpl	       1	      1		PC	       277,29	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	330961	Capuchón protector	       1	      1		PC	       203,56	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	234126	Retén para ejes BAUM2X7-18X30X7	       1	      1		PC	       105,93	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	234199	Rodamiento ranurado de bolas 15X35X11-2R	       1	      1		PC	       163,05	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2032029	Carcasa motor	       1	      1		PC	     1.126,83	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2053214	Placa AVR prem	       1	      1		PC	         0,01	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	2061055	Tapa carcasa motor	       1	      1		PC	       144,36	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		3000	ZRO	7237339641	30776953	SUMMA EQUIPO Y MAQUINA	30776953	SUMMA EQUIPO Y MAQUINA		X	TMXS015702	18.03.2025	X6	213329	Regleta de bornes TYP1000/2DS	       1	      1		PC	        21,71	MXN				18.03.2025		Z3	Unproc	X	 25.03.2025 00:23:30		X	REPAIR PARTS	0E	ZMXA19	18.03.2025
		8650	ZRO	7237339985	15925122	MCN SA	15925122	MCN SA		X	TCL2600014	18.03.2025	X6	2153040	Interruptor SAG 125-13S	       1	      1		PC		CLP		01.04.2025		18.03.2025		Z3	Unproc	X	 25.03.2025 17:09:58		X	REPAIR PARTS	0E	ZCL425	18.03.2025
		8650	ZRO	7237339985	15925122	MCN SA	15925122	MCN SA		X	TCL2600014	18.03.2025	X6	2082766	Manguito protector	       1	      1		PC	        1.738	CLP		01.04.2025		18.03.2025		Z3	Unproc	X	 25.03.2025 17:09:58		X	REPAIR PARTS	0E	ZCL425	18.03.2025
		8650	ZRO	7237339985	15925122	MCN SA	15925122	MCN SA		X	TCL2600014	18.03.2025	X6	2020194	Cable de red BRA / CHL / ISR 2x1 4m cpl	       1	      1		PC	       29.502	CLP		01.04.2025		18.03.2025		Z3	Unproc	X	 25.03.2025 17:09:58		X	REPAIR PARTS	0E	ZCL425	18.03.2025
		8650	ZRO	7237340223	17619785	CONSTRUCTORA SUDAMERICANA CHILE	31222870	CONSTRUCTORA SUDAMERICANA CHILE		X	TCL0000001	18.03.2025	X6	409315	Pistón 2/DNI embal.	       1	      1		PC	       32.744	CLP		28.03.2025		18.03.2025		Z3	Unproc	X	 24.03.2025 19:44:50		X	REPAIR PARTS	0E	ZCL412	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2093942	Juego de juntas TE 1000_02	       1	      1		PC	       546,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	440606	Pantalla guardapolvo adel.	       1	      1		PC	       128,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330992	Junta tórica 32X12	       1	      1		PC	       168,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	393592	Junta tórica 56X3	       1	      1		PC	        66,66	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330804	Tapa	       1	      1		PC	        70,40	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340713	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330864	Manguito	       1	      1		PC	       130,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:25:51		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2093942	Juego de juntas TE 1000_02	       1	      1		PC	       546,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	440606	Pantalla guardapolvo adel.	       1	      1		PC	       128,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	393592	Junta tórica 56X3	       1	      1		PC	        66,66	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2095059	Tubo de guía Omega embal.	       1	      1		PC	       971,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	70446	Junta tórica 34.65X1.78	       1	      1		PC	         4,40	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	234126	Retén para ejes BAUM2X7-18X30X7	       1	      1		PC	       102,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	234199	Rodamiento ranurado de bolas 15X35X11-2R	       1	      1		PC	       157,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330695	Junta	       1	      1		PC	        28,60	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340714	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330930	Junta tórica 56X2	       2	      2		PC	        39,60	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:45:35		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2076496	Rotor TE 70 110V-127V kit de servicio	       1	      1		PC	     1.540,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	330166	Tapa	       1	      1		PC	       146,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	366095	Junta	       1	      1		PC	       141,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	206121	Junta tórica 18.64X3.53	       1	      1		PC	        35,20	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	360150	Anillo de junta 28x21,2x4,8	       1	      1		PC	       117,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	17955	Junta tórica 24.99X3.53	       2	      2		PC	        48,40	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2082535	Escobilla de carbón 100 -120V juego	       1	      1		PC	       128,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2040100	Cable de red USA/CDN 15A 2xAWG14 4m cpl	       1	      1		PC	       348,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2076134	Carcasa engranaje Service TE 70_03	       1	      1		PC	     1.386,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	366875	Excéntrica	       1	      1		PC	        26,40	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	202094	Retén para ejes 34X47X9	       1	      1		PC	       190,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	2068555	Rodamiento de bolas 15X35X11	       1	      1		PC	       154,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340742	28365011	IMELDA LEON ACOSTA	28365011	IMELDA LEON ACOSTA			TMXCAM0104	18.03.2025	X6	401156	Retén para ejes 18X35X7	       1	      1		PC	       212,00	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 00:33:15		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340962	22198070	CONSTRUCCION Y MANTENIMIENTO GALU	22198070	CONSTRUCCION Y MANTENIMIENTO GALU			TMXCAM0103	18.03.2025	X6	2031681	Mandril TE2-A_02 juego	       1	      1		PC	        48,91	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 22:36:36		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
		3000	ZRO	7237340962	22198070	CONSTRUCCION Y MANTENIMIENTO GALU	22198070	CONSTRUCCION Y MANTENIMIENTO GALU			TMXCAM0103	18.03.2025	X6	2031654	Rotor TE2-A_02 embal.	       1	      1		PC	       311,82	MXN		21.03.2025		18.03.2025		Z3	Unproc	X	 20.03.2025 22:36:36		X	REPAIR PARTS	0Q	ZMXA18	18.03.2025
