13.09.2024                                                        Dynamic List Display                                                                                                                  1


		CoCd	Plnt	Material	SLoc	MvT	Mat. Doc.	Item	Pstng Date	  Qty in UnE	EUn	Material Description	PO	Movement Type Text	  Amount in LC	Quantity	Supplier	Rec	Mvt	Counter	TETy
		5211	8790	2251625	8707	101	5065507511	   1	26.02.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4536262612	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2251625	8714	101	5065430820	   1	19.02.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4536212077	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2251627	0176	301	4914174935	   2	03.05.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2251627	0217	301	4914174935	   1	03.05.2024	-1	PC	Cordl. imp. wrench SIW 8-22 1/2" case		TF tfr plnt to plnt	         0,00	-1					WA
		5241	8690	2251627	0554	101	5067362928	   1	04.09.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4537308316	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2251627	0554	101	5067324957	   1	30.08.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4537285289	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2251627	0537	101	5066329506	   1	16.05.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4536726621	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2251627	0571	101	5065564801	   1	01.03.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4536281719	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2251627	0560	101	5065322637	   1	07.02.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4536157459	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2251627	0568	101	5064996655	   1	05.01.2024	          1	PC	Cordl. imp. wrench SIW 8-22 1/2" case	4535978271	GR stock in transit	            0	      1		X	B		WE
		5251	3090	2252193	0131	301	4916931635	   1	10.07.2024	-1	PC	Cordl. cut-out tool SCO 6-22		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252193	0108	301	4916931635	   2	10.07.2024	          1	PC	Cordl. cut-out tool SCO 6-22		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252193	0131	301	4916919964	   6	09.07.2024	          1	PC	Cordl. cut-out tool SCO 6-22		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252193	0144	301	4916919964	   5	09.07.2024	-1	PC	Cordl. cut-out tool SCO 6-22		TF tfr plnt to plnt	         0,00	-1					WA
		5241	8690	2252194	0585	101	5066421638	   1	27.05.2024	          1	PC	Cordl. cut-out tool SCO 6-22 box	4536778095	GR stock in transit	            0	      1		X	B		WE
		5211	8790	2252194	8723	101	5067036046	   1	29.07.2024	          1	PC	Cordl. cut-out tool SCO 6-22 box	4537116386	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252194	8714	101	5066708293	   1	24.06.2024	          1	PC	Cordl. cut-out tool SCO 6-22 box	4536934789	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252199	0174	101	5066859123	   1	09.07.2024	        100	PC	Threaded stud X-BT-MR M6/10 SN 8	4537018900	GR stock in transit	         0,00	    100		X	B		WE
		5241	8690	2252478	0520	101	5067143567	   1	09.08.2024	          1	PC	Cordl. crimper NCR 60 D-22 case	4537184050	GR stock in transit	            0	      1		X	B		WE
		5251	3090	2252504	0170	101	5066947969	   1	18.07.2024	          1	PC	Cordl. cable cutter NCT 45 S-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252510	0170	101	5066451195	   1	29.05.2024	          1	PC	Cordl. cable cutter NCT 53 C-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252514	0170	101	5066451200	   1	29.05.2024	          1	PC	Cordl. cable cutter NCT 85 C-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252531	0168	301	4917613987	   2	25.07.2024	          1	PC	Cordl. knockout punch NPU 100-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252531	0122	301	4917613987	   1	25.07.2024	-1	PC	Cordl. knockout punch NPU 100-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252531	0122	101	5066230338	   1	06.05.2024	          1	PC	Cordl. knockout punch NPU 100-22 case	4536669472	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0192	301	4918669473	  13	24.08.2024	-1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252534	0202	301	4918669473	  14	24.08.2024	          1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252534	0999	301	4918096033	   2	08.08.2024	          1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252534	0200	301	4918096033	   1	08.08.2024	-1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252534	0194	301	4916640633	   4	03.07.2024	          1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252534	0139	301	4916640633	   3	03.07.2024	-1	PC	Cordl. crimper NUN 54-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252534	0234	101	5066721584	   1	25.06.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536943320	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0170	101	5066543096	   1	07.06.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0139	101	5066228579	   1	06.05.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536668972	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0177	101	5066120962	   1	24.04.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536611822	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0218	101	5066087271	   1	22.04.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536363970	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0125	101	5065391071	   1	14.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536193272	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0141	101	5065364022	   1	12.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536182010	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0192	101	5065318328	   1	07.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536149508	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252534	0218	101	5065063883	   1	12.01.2024	          1	PC	Cordl. crimper NUN 54-22 case	4535978989	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	2252534		101	5065613842	   1	06.03.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536327602	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	2252534	0529	101	5065523590	   1	27.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536273686	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2252534	0560	101	5065307500	   1	06.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536149598	GR stock in transit	            0	      1		X	B		WE
		5211	8790	2252534	8723	101	5067036034	   1	29.07.2024	          1	PC	Cordl. crimper NUN 54-22 case	4537116386	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8713	101	5066547094	   1	07.06.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536846125	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8721	101	5066501484	   1	04.06.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536821740	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8744	101	5066435915	   1	28.05.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536778487	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8714	101	5066345142	   1	17.05.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536711835	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8736	101	5066345136	   1	17.05.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536703473	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8711	101	5066285287	   1	13.05.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536695354	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8737	101	5065974069	   1	10.04.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536525842	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8732	101	5065579124	   1	04.03.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536300146	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252534	8734	101	5065476631	   1	22.02.2024	          1	PC	Cordl. crimper NUN 54-22 case	4536238909	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252733	0198	101	5067453265	   1	12.09.2024	          1	PC	Slitting shear SSH 6-22 case	4537325486	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252733	0192	301	4918774737	   2	28.08.2024	          1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252733	0200	301	4918774737	   1	28.08.2024	-1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252733	0149	301	4917611095	  40	25.07.2024	          1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252733	0203	301	4917611095	  39	25.07.2024	-1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252733	0139	301	4916640014	   9	03.07.2024	-1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252733	0200	301	4916640014	  10	03.07.2024	          1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252733	0170	101	5066451166	   1	29.05.2024	          1	PC	Slitting shear SSH 6-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252733	0203	301	4914068774	  42	30.04.2024	          1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252733	0131	301	4914068774	  41	30.04.2024	-1	PC	Slitting shear SSH 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252733	0141	101	5065364558	   1	12.02.2024	          1	PC	Slitting shear SSH 6-22 case	4536181980	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252733	0177	101	5065322479	   1	07.02.2024	          1	PC	Slitting shear SSH 6-22 case	4536150318	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252733	8701	101	5067151854	   1	12.08.2024	          1	PC	Slitting shear SSH 6-22 case	4537184119	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252741	0105	301	4919464418	  10	12.09.2024	          1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252741	0239	301	4919464418	   9	12.09.2024	-1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252741	0239	301	4919284551	   2	10.09.2024	          1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252741	0105	301	4919284551	   1	10.09.2024	-1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252741	0156	301	4919276844	   1	09.09.2024	-1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252741	0105	301	4919276844	   2	09.09.2024	          1	PC	Nibbler SPN 6-22 CN case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252741	0141	101	5065364019	   1	12.02.2024	          1	PC	Nibbler SPN 6-22 CN case	4536182010	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252741	0156	101	5065338802	   1	08.02.2024	          1	PC	Nibbler SPN 6-22 CN case	4536164593	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	2252741	0502	101	5066421626	   1	27.05.2024	          1	PC	Nibbler SPN 6-22 CN case	4536778093	GR stock in transit	            0	      1		X	B		WE
		5211	8790	2252741	8723	101	5065961781	   1	09.04.2024	          2	PC	Nibbler SPN 6-22 CN case	4536519246	GR stock in transit	         0,00	      2		X	B		WE
		5211	8790	2252741	8705	101	5065639648	   1	08.03.2024	          1	PC	Nibbler SPN 6-22 CN case	4536336421	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252745	0170	101	5067337609	   1	02.09.2024	          1	PC	Burnisher GPB 6X-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252745	0124	101	5066045248	   1	17.04.2024	          1	PC	Burnisher GPB 6X-22 case	4536561826	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252745	8723	101	5067036030	   1	29.07.2024	          1	PC	Burnisher GPB 6X-22 case	4537116386	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252747	0141	301	4918187640	   1	09.08.2024	-1	PC	Tube belt sander GTB 6X-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2252747	0999	301	4918187640	   2	09.08.2024	          1	PC	Tube belt sander GTB 6X-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2252747	0170	101	5066451196	   1	29.05.2024	          1	PC	Tube belt sander GTB 6X-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252747	0141	101	5065364020	   1	12.02.2024	          1	PC	Tube belt sander GTB 6X-22 case	4536182010	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252747	8723	101	5066735517	   1	26.06.2024	          1	PC	Tube belt sander GTB 6X-22 case	4536949355	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2252747	8723	101	5066272640	   1	10.05.2024	          1	PC	Tube belt sander GTB 6X-22 case	4536687753	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252749	0170	101	5066451197	   1	29.05.2024	          1	PC	Band file GFB 6X-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2252749	0164	101	5065706097	   1	14.03.2024	          1	PC	Band file GFB 6X-22 case	4536354060	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0239	301	4919464418	  11	12.09.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0105	301	4919464418	  12	12.09.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0149	301	4919460903	   5	12.09.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0179	301	4919460903	   6	12.09.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0183	301	4918824048	   6	28.08.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0159	301	4918824048	   5	28.08.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0141	301	4918423370	   2	19.08.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0190	301	4918423370	   1	19.08.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0239	101	5067096131	   1	05.08.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537102340	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0130	101	5067096132	   1	05.08.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537101957	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0151	301	4917790007	   1	31.07.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0192	301	4917790007	   2	31.07.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0139	301	4916640014	  13	03.07.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0190	301	4916640014	  14	03.07.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0234	101	5066490084	   1	03.06.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536813681	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0212	301	4914544885	   2	15.05.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0221	301	4914544885	   1	15.05.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0139	101	5065760396	   1	20.03.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536403621	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0151	101	5065706101	   1	14.03.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536336182	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0214	101	5065599314	   1	05.03.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536310030	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0122	101	5065539697	   1	29.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536281748	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0167	101	5065538045	   1	28.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536281433	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0125	101	5065537402	   1	28.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536212208	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0159	301	4910784895	  10	16.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253057	0183	301	4910784895	   9	16.02.2024	-1	PC	Cordless rotary hammer TE 6-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253057	0160	101	5065254506	   1	31.01.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536110606	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253057	0218	101	5065063886	   1	12.01.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4535978989	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	2253057	0509	101	5067365495	   1	04.09.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537309466	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253057	0572	101	5067349144	   1	03.09.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537299990	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253057	0502	101	5066421627	   1	27.05.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536778093	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253057	0591	101	5066263361	   1	09.05.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536687512	GR stock in transit	            0	      1		X	B		WE
		5211	8790	2253057	8736	101	5067221463	   1	20.08.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537228999	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8723	101	5067035943	   1	29.07.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4537116386	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8717	101	5066736578	   1	26.06.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536949680	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8713	101	5066547091	   1	07.06.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536846125	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8744	101	5066435878	   1	28.05.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536778487	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8710	101	5066182732	   1	30.04.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536646497	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8723	101	5066122180	   1	24.04.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536611675	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8734	101	5066046373	   1	17.04.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536552355	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8737	101	5065462816	   1	21.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536230972	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8714	101	5065429961	   1	19.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536212077	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	2253057	8705	101	5065293325	   1	05.02.2024	          1	PC	Cordless rotary hammer TE 6-22 case	4536138595	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0145	301	4919466639	   5	13.09.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0262	301	4919466639	   6	13.09.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0212	301	4919458498	   4	12.09.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0194	301	4919458498	   3	12.09.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0194	301	4919403963	   6	11.09.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0177	301	4919403963	   5	11.09.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0199	101	5067365430	   1	04.09.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537309497	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0192	101	5067337491	   1	02.09.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537284796	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0208	101	5067257216	   1	23.08.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537242607	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0142	101	5067121246	   1	07.08.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537171579	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0163	301	4917932648	   6	02.08.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0182	301	4917932648	   5	02.08.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0218	101	5066896552	   1	12.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537026683	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0139	301	4916861355	   9	08.07.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0194	301	4916861355	  10	08.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0194	301	4916640633	   9	03.07.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0139	301	4916640633	  10	03.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0218	301	4916640014	   8	03.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0139	301	4916640014	   7	03.07.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0253	101	5066649671	   1	18.06.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536886005	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0170	101	5066447248	   1	29.05.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0200	101	5066381157	   1	22.05.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536754130	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0177	101	5066257750	   1	08.05.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536685660	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0253	301	4914180629	   3	04.05.2024	-1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	-1					WA
		5251	3090	2253086	0198	301	4914180629	   4	04.05.2024	          1	PC	Cordless rotary hammer TE 4-22 case		TF tfr plnt to plnt	         0,00	      1					WA
		5251	3090	2253086	0245	101	5065760404	   1	20.03.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536403239	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0111	101	5065450568	   1	20.02.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536230914	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0141	101	5065364548	   1	12.02.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536181980	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0197	101	5065269480	   1	02.02.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536118659	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0173	101	5065269242	   1	01.02.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536110129	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0157	101	5065168496	   1	23.01.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4536061483	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0218	101	5065063882	   1	12.01.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4535978989	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	2253086	0172	101	5065010424	   1	08.01.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4535985697	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	2253086	0516	101	5067244612	   1	22.08.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537242188	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253086	0516	101	5067242529	   1	22.08.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537241432	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253086	0503	101	5067048590	   1	30.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537131226	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253086	0507	101	5067023528	   1	26.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537116374	GR stock in transit	            0	      1		X	B		WE
		5241	8690	2253086	0564	101	5066983822	   1	23.07.2024	          1	PC	Cordless rotary hammer TE 4-22 case	4537094782	GR stock in transit	            0	      1		X	B		WE
