27.03.2025			                                                                                                                                  Inbound deliveries per HAG invoices (extended 2)																													  1


		Doc. No.		Shipment	Purch.Doc.	 Item	Material	Material Description	Plnt	SLoc	    PO Quantity	OUn	OUn	  Item	Delivery	Reference	Supplier	POrg	PGr	Vendor	ShPt	Deliv.Date	Doc. Date	Ext. Order Pos	Ext. Order Number	Suppl.Vndr	TrackingNo	Reservation	Reservation item	Reservation order date	Diff.days
		4051555906		10822457	4538114753	00003	2007057	Cartridge holder HIT-CB 500	3000	0001	           100	PC	PC	000030	681769933	43088279	1000415	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56511635	1000415	D815106008	0013815106	            0008	29.01.2025	       0
		4051557428		10832394	4538138778	00002	2127985	Flush anchor HKV 1/4"x25	8750	0001	           300	PC	PC	000020	681789127	43107550	1000415	8750	L02	9999	8750	09.04.2025	10.02.2025	0020	56393786	1000415	D555779002	0013555779	            0002	26.09.2024	       9
		4051565872		10888547	4538279220	00003	2287820	Univ. anchor HUD-2 6x30 (500)	3000	0001	        10.000	PC	PC	000030	681899834	43205503	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0030	56533574	1000415	D864164003	0013864164	            0003	18.02.2025	       0
		4051567708		10911431	4538305300	00002	60579	Blow-out pump	8750	0001	            10	PC	PC	000020	681921105	43226365	1000415	8750	L01	9999	8750	07.05.2025	10.03.2025	0020	56539889	1000415	D873958005	0013873958	            0005	24.02.2025	       0
		4051567706		10910748	4538305439	00002	2123994	Concrete nail X-C 24 B3 MX	8650	0001	        96.000	PC	PC	000020	681921287	43229787	1000415	8650	CL1	9999	8650	06.05.2025	10.03.2025	0080	56532076	1000415	D861292008	0013861292	            0008	18.02.2025	      14
		4051567783		10911428	4538307159	00003	2273697	Girder end cap MT-EC-70	8650	0001	           350	PC	PC	000030	681922785	58320015	HLI0550	8650	CL1	9999	8650	06.05.2025	10.03.2025	0010	56545939	HLI0550	D885962016	0013885962	            0016	28.02.2025	       0
		4051567723		10911419	4538307887	00002	2268002	Dust removal system TE DRS-4/6 box	8750	0001	             1	PC	PC	000020	681923559	56400039650	HAT0564	8750	L15	9999	8750	07.05.2025	10.03.2025	0010	56545881	HAT0564	D886158010	0013886158	            0010	01.03.2025	       0
		1209005586		10928417	4538344513	00002	2210178	Ultimate exp anc KB-TZ2 1/4x2 1/2 SS304	3000	0001	         2.400	PC	PC	000020	681952206	43263696	4601	3000	MX1	4601	3000	27.03.2025	14.03.2025	0100	56480078	4601	D743753010	0013743753	            0010	17.12.2024	      53
		4051572846		10944259	4538390655	00002	2429827	Flat chisel TE-S FM 36	8650	0001	             4	PC	PC	000020	681988271	58331134	HLI0550	8650	CL1	9999	8650	12.05.2025	24.03.2025	0040	56560496	HLI0550	D920793006	0013920793	            0006	14.03.2025	       0
		4051546154		10740679	4537962164	00002	2156391	High performance nail X-P 24 B3 MX BULK	3000	0001	        36.000	PC	PC	000020	681647951	58269341	HLI0550	3000	MX1	9999	3000	04.04.2025	08.01.2025	0030	56478977	HLI0550	D742277018	0013742277	            0018	17.12.2024	       0
		4051546145		10740674	4537962213	00003	2287816	Univ. anchor HUD-2 8x40 (400)	3000	0001	         2.000	PC	PC	000030	681648008	42971399	1000415	3000	MX1	9999	3000	04.04.2025	08.01.2025	0010	56484200	1000415	D753007022	0013753007	            0022	23.12.2024	       0
		4051546139		10740522	4537962239	00002	369652	Rail support MQP-82	3000	0001	             8	PC	PC	000020	681648034	42978948	1000415	3000	MX1	9999	3000	04.04.2025	08.01.2025	0020	56484244	1000415	D749769003	0013749769	            0003	24.12.2024	       0
		4051551484		10788910	4538037292	00002	2287820	Univ. anchor HUD-2 6x30 (500)	3000	0001	         5.500	PC	PC	000020	681707426	43032368	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0010	56489614	1000415	D753149004	0013753149	            0004	24.12.2024	      14
		4051551484		10788910	4538037292	00003	375979	Mesh sleeve HIT-SC 12x50	3000	0001	           120	PC	PC	000030	681707426	43032368	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0010	56494413	1000415	D778220001	0013778220	            0001	11.01.2025	       0
		4051551490		10788912	4538037298	00002	2314164	Cutting disc 115/22mm SPX metal	3000	0001	             6	PC	PC	000020	681707429	43035903	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0010	56449522	1000415	D682181023	0013682181	            0023	20.11.2024	      49
		4051551490		10788912	4538037298	00003	2314164	Cutting disc 115/22mm SPX metal	3000	0001	             6	PC	PC	000030	681707429	43035903	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0030	56478975	1000415	D742277009	0013742277	            0009	17.12.2024	      14
		4051551477		10788725	4538038663	00002	2122609	Rotary hammer TE 3-CL 120V case	3000	0001	            12	PC	PC	000020	681708568	56400032187	HAT0564	3000	MX1	9999	3000	05.04.2025	22.01.2025	0030	56497367	HAT0564	D785953013	0013785953	            0013	15.01.2025	       0
		4051552886		10798852	4538061529	00002	2100956	Gas nail X-C 27 G3 MX	8650	0001	       115.200	PC	PC	000020	681727089	43051011	1000415	8650	CL1	9999	8650	07.04.2025	27.01.2025	0010	56457961	1000415	D697063001	0013697063	            0001	26.11.2024	      49
		4051555917		10821361	4538114684	00002	2156391	High performance nail X-P 24 B3 MX BULK	3000	0001	        36.000	PC	PC	000020	681769888	58292934	HLI0550	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56497532	HLI0550	D785571006	0013785571	            0006	00.00.0000	       0
		4051555906		10822457	4538114753	00002	331618	Univ. anchor HUD-1 10x50 (200)	3000	0001	        12.800	PC	PC	000020	681769933	43088279	1000415	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56502817	1000415	D797392001	0013797392	            0001	20.01.2025	       0
		4051555909		10822458	4538114759	00002	2251363	Battery pack B 22-255 Li-ion	3000	0001	            54	PC	PC	000020	681769936	43093534	1000415	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56504700	1000415	D800788001	0013800788	            0001	21.01.2025	       0
		4051557426		10832352	4538138769	00002	60579	Blow-out pump	8750	0001	            10	PC	PC	000020	681789121	43103819	1000415	8750	L01	9999	8750	09.04.2025	10.02.2025	0010	56505925	1000415	D803833004	0013803833	            0004	22.01.2025	       0
		4051557446		10832406	4538138849	00002	2251625	Cordl. imp. wrench SIW 8-22 1/2" case	8650	0001	             1	PC	PC	000020	681789244	43104599	1000415	8650	CL1	9999	8650	31.03.2025	10.02.2025	0010	56516599	1000415	D827473001	0013827473	            0001	03.02.2025	       0
		4051557446		10832406	4538138849	00003	2253848	Cordl. drill driver SF 4H-22 case	8650	0001	            24	PC	PC	000030	681789244	43104599	1000415	8650	CL1	9999	8650	31.03.2025	10.02.2025	0020	56516897	1000415	D830372008	0013830372	            0008	04.02.2025	       0
		4051557422		10832408	4538140386	00003	407499	Anchor rod HAS 8.8 M16x1000	8750	0001	           255	PC	PC	000030	681790378	56400035044	HAT0564	8750	L01	9999	8750	09.04.2025	10.02.2025	0010	56505926	HAT0564	D803833006	0013803833	            0006	22.01.2025	       0
		4051557430		10832395	4538143095	00002	2123384	Injectable mortar HIT-RE 100/500/1	8750	0001	           160	PC	PC	000020	681792734	58297477	HLI0550	8750	L01	9999	8750	10.04.2025	11.02.2025	0060	56484198	HLI0550	D753009009	0013753009	            0009	23.12.2024	      56
		4051560022		10849067	4538179912	00002	2222485	Cap CD 4 aluminium	3000	0001	             1	PC	PC	000020	681821313	56400036191	HAT0564	3000	MX1	9999	3000	27.03.2025	17.02.2025	0020	56525754	HAT0564	D847892001	0013847892	            0001	11.02.2025	       0
		4051561089		10855146	4538195901	00002	2156218	High performance nail X-P 24 B3 MX	3000	0001	        19.200	PC	PC	000020	681834097	58305465	HLI0550	3000	MX1	9999	3000	12.05.2025	19.02.2025	0010	56521554	HLI0550	D837677017	0013837677	            0017	07.02.2025	       0
		4051561078		10854711	4538198151	00002	2250851	Cordl. dispenser HDE 500-22 box	3000	0001	            12	PC	PC	000020	681835865	56400036394	HAT0564	3000	MX1	9999	3000	12.05.2025	19.02.2025	0010	56516629	HAT0564	D829730006	0013829730	            0006	03.02.2025	       0
		4051561078		10854711	4538198151	00003	2253057	Cordless rotary hammer TE 6-22 case	3000	0001	            12	PC	PC	000030	681835865	56400036394	HAT0564	3000	MX1	9999	3000	12.05.2025	19.02.2025	0010	56519792	HAT0564	D835040001	0013835040	            0001	05.02.2025	       0
		4051562629		10867229	4538223782	00002	2404618	Int. conc. vibrator NCV 45x3000-1.75x10	8650	0001	             1	PC	PC	000020	681856520	56400037128	HAT0564	8650	CL1	9999	8650	14.04.2025	24.02.2025	0020	56531756	HAT0564	D860554002	0013860554	            0002	17.02.2025	       0
		4051565278		10885769	4538264312	00002	2222481	Cartridge holder CD 4 600ml Al long	3000	0001	             1	PC	PC	000020	681888309	56400038642	HAT0564	3000	MX1	9999	3000	07.04.2025	03.03.2025	0020	56541449	HAT0564	D879259001	0013879259	            0001	25.02.2025	       0
		4051565278		10885769	4538264312	00003	2222483	Rack set CD 4 long	3000	0001	             1	PC	PC	000030	681888309	56400038642	HAT0564	3000	MX1	9999	3000	07.04.2025	03.03.2025	0030	56541449	HAT0564	D879259002	0013879259	            0002	25.02.2025	       0
		4051565731		10888255	4538266997	00002	2120431	Hammer drill bit TE-YX 55/57 2 3/16-23"	3000	0001	             1	PC	PC	000020	681890275	58316223	HLI0550	3000	MX1	9999	3000	07.04.2025	03.03.2025	0010	56541448	HLI0550	D879259004	0013879259	            0004	25.02.2025	       0
		4051565878		10888553	4538278313	00002	2338861	Hole saw 114mm-4 1/2" carbide tipp.	3000	0001	             1	PC	PC	000020	681899053	58316604	HLI0550	3000	MX1	9999	3000	12.05.2025	05.03.2025	0030	56541450	HLI0550	D879365003	0013879365	            0003	25.02.2025	       0
		4051565871		10888546	4538279219	00002	2123993	Concrete nail X-C 20 B3 MX	3000	0001	        48.000	PC	PC	000020	681899832	43213018	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0010	56537151	1000415	D866607001	0013866607	            0001	20.02.2025	       0
		4051565871		10888546	4538279219	00003	2272058	Connector MT-C-T 3D/2 transversal	3000	0001	            10	PC	PC	000030	681899832	43213018	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0010	56544653	1000415	D883651004	0013883651	            0004	27.02.2025	       0
		4051565872		10888547	4538279220	00002	2287816	Univ. anchor HUD-2 8x40 (400)	3000	0001	         2.000	PC	PC	000020	681899834	43205503	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0020	56533574	1000415	D864164010	0013864164	            0010	18.02.2025	       0
		4051565873		10888548	4538279224	00002	2183172	Battery pack B 36/9.0 Li-ion	3000	0001	             3	PC	PC	000020	681899841	43212721	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0020	56541451	1000415	D879365014	0013879365	            0014	25.02.2025	       0
		4051565869		10888545	4538281368	00002	2256702	Cordless rotary hammer TE 2-22 box	3000	0001	             1	PC	PC	000020	681901500	56400038735	HAT0564	3000	MX1	9999	3000	12.05.2025	05.03.2025	0010	56541746	HAT0564	D878900002	0013878900	            0002	26.02.2025	       0
		4051566753		10893415	4538284447	00002	2204309	Sidelap connector S-SLC 01 M9	3000	0001	        67.000	PC	PC	000020	681904160	600010000018045	1051	3000	MX1	9999	3000	28.03.2025	05.03.2025	0010	56543134	1051	D881529001	0013881529	            0001	26.02.2025	       2
		4051566090		10889966	4538304050	00002	2197987	Anchor rod HAS-E-55 3/8"x8"	8650	0001	           160	PC	PC	000020	681920185	43211894	4601	8650	CL1	9999	8650	04.04.2025	10.03.2025	0020	56480077	4601	D743755002	0013743755	            0002	17.12.2024	      54
		4051567701		10910746	4538305422	00002	2333283	Battery charger C 6-22 220V box	8650	0001	            56	PC	PC	000020	681921280	43234817	1000415	8650	CL1	9999	8650	06.05.2025	10.03.2025	0010	56536430	1000415	D868576001	0013868576	            0001	20.02.2025	       0
		4051567783		10911428	4538307159	00002	2184683	Hammer drill bit TE-YX 9/16"-13"	8650	0001	             1	PC	PC	000020	681922785	58320015	HLI0550	8650	CL1	9999	8650	06.05.2025	10.03.2025	0020	56545877	HLI0550	D886159002	0013886159	            0002	01.03.2025	       0
		4051567699		10911350	4538307221	00002	2288408	U-bolt MP-UB 60 2" M10 OC	8650	0001	           140	PC	PC	000020	681922818	56400039628	HAT0564	8650	CL1	9999	8650	06.05.2025	10.03.2025	0110	56535250	HAT0564	D866601010	0013866601	            0010	19.02.2025	       0
		4051568309		10916056	4538310126	00002	2122292	Hammer drill bit TE-YX 18/52	3000	0001	            15	PC	PC	000020	681925649	58321264	HLI0550	3000	MX1	9999	3000	28.03.2025	10.03.2025	0020	56552695	HLI0550	D905351002	0013905351	            0002	07.03.2025	       0
		4051568309		10916056	4538310126	00003	2004648	Hammer drill bit TE-CX 8/22 MP50	3000	0001	            50	PC	PC	000030	681925649	58321264	HLI0550	3000	MX1	9999	3000	28.03.2025	10.03.2025	0040	56552695	HLI0550	D905351004	0013905351	            0004	07.03.2025	       0
		4051569388		10920249	4538324681	00002	418040	Screw anchor KH-EZ 1/4"x2 1/2" I 3/8"	3000	0001	           100	PC	PC	000020	681936647	600010000048837	1051	3000	MX1	9999	3000	28.03.2025	12.03.2025	0030	56551553	1051	D904104004	0013904104	            0004	07.03.2025	-5
		4051571037		10932445	4538354243	00002	2341089	Hammer drill bit TE-C 1/2"-6" MP32	3000	0001	            32	PC	PC	000020	681959715	58326824	HLI0550	3000	MX1	9999	3000	13.05.2025	18.03.2025	0240	56554479	HLI0550	D911351017	0013911351	            0017	10.03.2025	       0
		4051571037		10932445	4538354243	00003	2199323	Hammer drill bit TE-Y 3/4" x 13"	3000	0001	            10	PC	PC	000030	681959715	58326824	HLI0550	3000	MX1	9999	3000	13.05.2025	18.03.2025	0070	56555962	HLI0550	D914122009	0013914122	            0009	11.03.2025	       0
		4051570926		10932729	4538356176	00002	2237409	Anchor HSL4 M16 d24x138 10/-/-	8650	0001	            10	PC	PC	000020	681961351	43271567	1000415	8650	CL1	9999	8650	28.03.2025	18.03.2025	0010	56559468	1000415	D918192003	0013918192	            0003	13.03.2025	       0
		4051571034		10932392	4538358136	00002	2250851	Cordl. dispenser HDE 500-22 box	3000	0001	            12	PC	PC	000020	681962702	56400041102	HAT0564	3000	MX1	9999	3000	13.05.2025	18.03.2025	0010	56547129	HAT0564	D897062016	0013897062	            0016	03.03.2025	       0
		4051571034		10932392	4538358136	00003	2232909	Cordl. circular saw SC 30WR-22 case	3000	0001	             4	PC	PC	000030	681962702	56400041102	HAT0564	3000	MX1	9999	3000	13.05.2025	18.03.2025	0010	56554481	HAT0564	D911351009	0013911351	            0009	10.03.2025	       0
		4051571314		10935231	4538359359	00002	24669	Dispenser CS 270-P1	8650	0001	             5	PC	PC	000020	681963961	58328294	HLI0550	8650	CL1	9999	8650	28.03.2025	18.03.2025	0010	56560599	HLI0550	D920963001	0013920963	            0001	14.03.2025	       0
		4051571035		10932458	4538363526	00002	2172833	Cutting jaw NCT J ACSR	3000	0001	             1	PC	PC	000020	681967631	43273539	1000415	3000	MX1	9999	3000	13.05.2025	18.03.2025	0010	56557786	1000415	D916309001	0013916309	            0001	13.03.2025	       0
		4051572844		10943854	4538389239	00002	2272082	Twist-Lock MT-TL M10 OC	8650	0001	           100	PC	PC	000020	681987082	43295490	1000415	8650	CL1	9999	8650	12.05.2025	24.03.2025	0050	56552787	1000415	D906241013	0013906241	            0013	07.03.2025	       0
		4051572961		10943855	4538389245	00002	2251625	Cordl. imp. wrench SIW 8-22 1/2" case	8650	0001	             1	PC	PC	000020	681987085	43290465	1000415	8650	CL1	9999	8650	12.05.2025	24.03.2025	0030	56562493	1000415	D927394001	0013927394	            0001	18.03.2025	       0
		4051572842		10943751	4538390637	00002	2256703	Cordless rotary hammer TE 2-22 case	8650	0001	            14	PC	PC	000020	681988260	56400041677	HAT0564	8650	CL1	9999	8650	12.05.2025	24.03.2025	0010	56541406	HAT0564	D879250004	0013879250	            0004	25.02.2025	       0
		4051573203		10947094	4538391175	00002	2153650	ON!Track tag AI L2	3000	0001	         1.000	PC	PC	000020	681988724	58331919	HLI0550	3000	MX1	9999	3000	10.04.2025	24.03.2025	0020	56565318	HLI0550	D932142004	0013932142	            0004	20.03.2025	       0
		4051546154		10740679	4537962164	00003	2101547	Gas nail X-S 14 G3 MX	3000	0001	        43.200	PC	PC	000030	681647951	58269341	HLI0550	3000	MX1	9999	3000	04.04.2025	08.01.2025	0040	56478977	HLI0550	D742277025	0013742277	            0025	17.12.2024	       0
		4051546164		10740681	4537962175	00002	2031079	Injectable mortar HIT-MM PLUS 330/2	3000	0001	           100	PC	PC	000020	681647970	58235907	HLI0550	3000	MX1	9999	3000	04.04.2025	08.01.2025	0010	56437249	HLI0550	D654412009	0013654412	            0009	07.11.2024	      49
		4051546168		10740682	4537962185	00002	2341092	Hammer drill bit TE-CX 1/2"-6"	3000	0001	            39	PC	PC	000020	681647980	58271010	HLI0550	3000	MX1	9999	3000	04.04.2025	08.01.2025	0020	56482276	HLI0550	D747872002	0013747872	            0002	19.12.2024	       0
		4051546145		10740674	4537962213	00002	2287822	Univ. anchor HUD-2 8x40 (200)	3000	0001	         1.000	PC	PC	000020	681648008	42971399	1000415	3000	MX1	9999	3000	04.04.2025	08.01.2025	0020	56484166	1000415	D752899042	0013752899	            0042	00.00.0000	       0
		4051546145		10740674	4537962213	00004	2007057	Cartridge holder HIT-CB 500	3000	0001	           100	PC	PC	000040	681648008	42971399	1000415	3000	MX1	9999	3000	04.04.2025	08.01.2025	0010	56484266	1000415	D753149002	0013753149	            0002	24.12.2024	       0
		4051551577		10788904	4538036533	00002	2156390	High performance nail X-P 20 B3 MX BULK	3000	0001	        36.000	PC	PC	000020	681706847	58280785	HLI0550	3000	MX1	9999	3000	05.04.2025	22.01.2025	0020	56484208	HLI0550	D753007029	0013753007	            0029	23.12.2024	       0
		4051551484		10788910	4538037292	00004	375982	Mesh sleeve HIT-SC 16x85	3000	0001	           400	PC	PC	000040	681707426	43032368	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0010	56496184	1000415	D783250001	0013783250	            0001	13.01.2025	       0
		4051551490		10788912	4538037298	00004	2314167	Cutting disc 300/25mm SPX metal	3000	0001	             1	PC	PC	000040	681707429	43035903	1000415	3000	MX1	9999	3000	05.04.2025	22.01.2025	0040	56486330	1000415	D749846006	0013749846	            0006	23.12.2024	      14
		4051552884		10798851	4538061510	00002	2300626	Battery charger C 8-22 220V box	8650	0001	           100	PC	PC	000020	681727070	43048560	1000415	8650	CL1	9999	8650	07.04.2025	27.01.2025	0010	56499280	1000415	D790751001	0013790751	            0001	16.01.2025	       0
		4051555917		10821361	4538114686	00002	2042971	Sheet metal nail X-HSN 24	3000	0001	         1.000	PC	PC	000020	681769889	58293995	HLI0550	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56511637	HLI0550	D815106012	0013815106	            0012	29.01.2025	       0
		4051555959		10822443	4538114688	00002	2346077	Elec. connector S-BT-EF M10 HC 120 HL	3000	0001	           100	PC	PC	000020	681769891	58293990	HLI0550	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56511133	HLI0550	D806138006	0013806138	            0006	24.01.2025	      24
		4051555912		10822459	4538114764	00002	2212517	Laser range meter PD-I	3000	0001	             7	PC	PC	000020	681769939	43088852	1000415	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56501703	1000415	D793757001	0013793757	            0001	18.01.2025	      14
		4051556019		10821360	4538115905	00002	2240609	Cordl. reciprocating saw SR 6-22 case	3000	0001	             8	PC	PC	000020	681770672	56400034198	HAT0564	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56478806	HAT0564	D741512002	0013741512	            0002	16.12.2024	       0
		4051556019		10821360	4538115905	00003	2404223	Rebar flush cutter NRC 6-22 case	3000	0001	             2	PC	PC	000030	681770672	56400034198	HAT0564	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56507975	HAT0564	D805904002	0013805904	            0002	23.01.2025	       0
		4051557422		10832408	4538140386	00002	407497	Anchor rod HAS 8.8 M10x1000	8750	0001	            20	PC	PC	000020	681790378	56400035044	HAT0564	8750	L01	9999	8750	09.04.2025	10.02.2025	0020	56502931	HAT0564	D796971003	0013796971	            0003	20.01.2025	       0
		4051557423		10832408	4538140392	00002	2223867	Anchor rod HAS-U 5.8 M12x260	8750	0001	            60	PC	PC	000020	681790381	56400035061	HAT0564	8750	L01	9999	8750	09.04.2025	10.02.2025	0010	56511598	HAT0564	D815094003	0013815094	            0003	28.01.2025	       0
		4051557439		10832407	4538140480	00002	2315443	Cordl. circular saw SC 6ML-22 case	8650	0001	             4	PC	PC	000020	681790400	56400035052	HAT0564	8650	CL1	9999	8650	31.03.2025	10.02.2025	0010	56485730	HAT0564	D755916004	0013755916	            0004	30.12.2024	       0
		4051557430		10832395	4538143095	00003	2123384	Injectable mortar HIT-RE 100/500/1	8750	0001	            40	PC	PC	000030	681792734	58297477	HLI0550	8750	L01	9999	8750	10.04.2025	11.02.2025	0060	56484198	HLI0550	D753009009	0013753009	            0009	23.12.2024	      56
		4051557543		10832398	4538143097	00002	2164560	Adhesive capsule HVU2 M24x210	8750	0001	           200	PC	PC	000020	681792736	58297680	HLI0550	8750	L01	9999	8750	10.04.2025	11.02.2025	0010	56505923	HLI0550	D803833001	0013803833	            0001	22.01.2025	       0
		4051559064		10839510	4538160627	00002	2210793	DX Cartridge 6.8/11 M10 red	3000	0001	       300.000	PC	PC	000020	681806645	600010000009858	1051	3000	MX1	9999	3000	30.04.2025	12.02.2025	0040	56471339	1051	D720307011	0013720307	            0011	04.12.2024	      65
		4051560022		10849067	4538179912	00003	2347690	Drilling stand DD-ST 22 110/150/160 SFL	3000	0001	             8	PC	PC	000030	681821313	56400036191	HAT0564	3000	MX1	9999	3000	27.03.2025	17.02.2025	0010	56525940	HAT0564	D847695001	0013847695	            0001	11.02.2025	       0
		4051561089		10855146	4538195902	00002	2156392	Steel nail X-S 14 B3 MX	3000	0001	        57.600	PC	PC	000020	681834098	58305458	HLI0550	3000	MX1	9999	3000	12.05.2025	19.02.2025	0020	56521554	HLI0550	D837677026	0013837677	            0026	07.02.2025	       0
		4051561083		10855143	4538196412	00002	2192228	Filter VC 2D-22 & VC 5/75(A)-22 HEPA US	3000	0001	             1	PC	PC	000020	681834411	43152340	1000415	3000	MX1	9999	3000	12.05.2025	19.02.2025	0020	56521552	1000415	D837677023	0013837677	            0023	07.02.2025	       0
		4051561087		10855145	4538196429	00002	2241416	Cordl. drill driver SFE 2-A12 case	3000	0001	             6	PC	PC	000020	681834425	43149334	1000415	3000	MX1	9999	3000	12.05.2025	19.02.2025	0020	56519790	1000415	D835036002	0013835036	            0002	05.02.2025	       0
		4051561720		10853729	4538202219	00002	84323	Drywall screw 6x1-5/8" PBH S	8650	0001	        70.000	PC	PC	000020	681838978	600010000008720	1051	8650	CL1	9999	8650	07.04.2025	20.02.2025	0020	56521530	1051	D837824006	0013837824	            0006	07.02.2025	      21
		4051562631		10867227	4538222520	00002	2223954	ON!Track tag AI T43-P	8650	0001	           100	PC	PC	000020	681855398	43172730	1000415	8650	CL1	9999	8650	14.04.2025	24.02.2025	0010	56533812	1000415	D863814004	0013863814	            0004	19.02.2025	       0
		4051562630		10867229	4538223786	00002	2253086	Cordless rotary hammer TE 4-22 case	8650	0001	             1	PC	PC	000020	681856524	56400037118	HAT0564	8650	CL1	9999	8650	14.04.2025	24.02.2025	0030	56531498	HAT0564	D859049003	0013859049	            0003	17.02.2025	       0
		4051562998		10869794	4538224318	00002	2312458	Stepped drill bit 4-20 /2	3000	0001	             4	PC	PC	000020	681856886	58309840	HLI0550	3000	MX1	9999	3000	07.04.2025	24.02.2025	0020	56530017	HLI0550	D854341002	0013854341	            0002	14.02.2025	       0
		4051565731		10888255	4538266999	00002	2150737	Cutting disc AC-D SP 230x2.5	3000	0001	            25	PC	PC	000020	681890276	58316236	HLI0550	3000	MX1	9999	3000	07.04.2025	03.03.2025	0020	56541537	HLI0550	D878417002	0013878417	            0002	25.02.2025	       0
		4051565878		10888553	4538278313	00003	2199321	Hammer drill bit TE-Y 5/8" x 13"	3000	0001	            25	PC	PC	000030	681899053	58316604	HLI0550	3000	MX1	9999	3000	12.05.2025	05.03.2025	0040	56541450	HLI0550	D879365004	0013879365	            0004	25.02.2025	       0
		4051565878		10888553	4538278313	00004	2399633	Laser receiver holder PRA 83 (02)	3000	0001	             2	PC	PC	000040	681899053	58316604	HLI0550	3000	MX1	9999	3000	12.05.2025	05.03.2025	0070	56541450	HLI0550	D879365009	0013879365	            0009	25.02.2025	       0
		4051565872		10888547	4538279220	00004	2007057	Cartridge holder HIT-CB 500	3000	0001	           100	PC	PC	000040	681899834	43205503	1000415	3000	MX1	9999	3000	12.05.2025	05.03.2025	0020	56541744	1000415	D878900003	0013878900	            0003	26.02.2025	       0
		4051567708		10911431	4538305300	00003	2007057	Cartridge holder HIT-CB 500	8750	0001	           100	PC	PC	000030	681921105	43226365	1000415	8750	L01	9999	8750	07.05.2025	10.03.2025	0010	56547084	1000415	D896869001	0013896869	            0001	03.03.2025	       0
		4051567711		10911433	4538305351	00002	2190184	Laser range meter PD-S	8750	0001	             2	PC	PC	000020	681921169	43228323	1000415	8750	L07	9999	8750	07.05.2025	10.03.2025	0010	56535375	1000415	D866609003	0013866609	            0003	20.02.2025	       0
		4051567750		10912207	4538306220	00002	2237089	Anchor rod HAS-U 8.8 M16x220	3000	0001	           900	PC	PC	000020	681922146	43234701	1000415	3000	MX1	9999	3000	09.04.2025	10.03.2025	0010	56550303	1000415	D902245001	0013902245	            0001	05.03.2025	       0
		4051567714		10911435	4538307079	00002	286955	Firestop coating CP 670 17,5kg	8750	0001	             3	PC	PC	000020	681922717	58319157	HLI0550	8750	L03	9999	8750	07.05.2025	10.03.2025	0010	56544508	HLI0550	D883848001	0013883848	            0001	27.02.2025	       0
		4051567781		10911436	4538307084	00002	2322754	Line laser PM 2-LG	8750	0001	             3	PC	PC	000020	681922722	58318787	HLI0550	8750	L07	9999	8750	07.05.2025	10.03.2025	0020	56535374	HLI0550	D866609007	0013866609	            0007	20.02.2025	       0
		4051567783		10911428	4538307159	00004	2273642	Channel end cap MT-EC-30	8650	0001	           900	PC	PC	000040	681922785	58320015	HLI0550	8650	CL1	9999	8650	06.05.2025	10.03.2025	0020	56545939	HLI0550	D885962017	0013885962	            0017	28.02.2025	       0
		4051568309		10916056	4538310126	00004	2005000	Hammer drill bit TE-CX 10/22 MP50	3000	0001	            50	PC	PC	000040	681925649	58321264	HLI0550	3000	MX1	9999	3000	28.03.2025	10.03.2025	0050	56552695	HLI0550	D905351005	0013905351	            0005	07.03.2025	       0
		4051568309		10916056	4538310126	00005	2151584	Hammer drill bit TE-CX 12/27 MP8	3000	0001	             8	PC	PC	000050	681925649	58321264	HLI0550	3000	MX1	9999	3000	28.03.2025	10.03.2025	0060	56552695	HLI0550	D905351006	0013905351	            0006	07.03.2025	       0
		1209005586		10928417	4538344513	00003	2198012	Anchor rod HAS-E-55 1"x20"	3000	0001	            48	PC	PC	000030	681952206	43263696	4601	3000	MX1	4601	3000	27.03.2025	14.03.2025	0010	56490703	4601	D771664001	0013771664	            0001	07.01.2025	      53
		4051570765		10932066	4538350161	00002	2194339	Threaded stud X-BT-MR M8/14 SN 8	3000	0001	           200	PC	PC	000020	681956817	58326610	HLI0550	3000	MX1	9999	3000	10.04.2025	17.03.2025	0010	56550638	HLI0550	D902243001	0013902243	            0001	05.03.2025	       7
