13.09.2024                          Dynamic List Display                                                                                   1


	ShPt	Plnt	SLoc	Delivery	Material	Item Description	 Dlv.Qty	BUn	Supplier Name	OPS	WM	GM	Deliv.date
	3000	3000	0001	209894466	2228525	Hoja del compuesto cortafuego CFS-COS 36	     24	PC	HILTI			A	10.10.2024
	3000	3000	0001	209894467	2228525	Hoja del compuesto cortafuego CFS-COS 36	     20	PC	HILTI			A	10.10.2024
	3000	3000	0001	209894468	2228525	Hoja del compuesto cortafuego CFS-COS 36	     20	PC	HILTI			A	10.10.2024
	3000	3000	0001	209894469	2228525	Hoja del compuesto cortafuego CFS-COS 36	     23	PC	HILTI			A	10.10.2024
	3000	3000	0001	680677451	2228525	Hoja del compuesto cortafuego CFS-COS 36	     45	PC	HILTI			A	10.10.2024
	3000	3000	0001	680762131	2228525	Hoja del compuesto cortafuego CFS-COS 36	     46	PC	HILTI			A	10.10.2024
	8650	8650	0001	681106376	2228945	Sierra de sable SR 30 220V maletín	      2	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106376	2228945	Sierra de sable SR 30 220V maletín	      4	PC	HILTI			A	14.10.2024
	3000	3000	0001	681036400	2229021	Herr. fijación directa DX 6 GR	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036401	2229021	Herr. fijación directa DX 6 GR	      4	PC	HILTI			A	09.10.2024
	8650	8650	0001	681047869	2229021	Herr. fijación directa DX 6 GR	      3	PC	HILTI			A	30.09.2024
	8330	8330	0001	681077485	2229027	Cartucho DX 6,8/11 M10 T titanium	  2.000	PC	HILTI			A	12.09.2024
	8650	8650	0001	681001916	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	8650	8650	0001	681001917	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	8650	8650	0001	681001918	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	8650	8650	0001	681001919	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	8650	8650	0001	681001920	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	8650	8650	0001	681001921	2229028	DX cartucho 6,8/11 M10-X10 T titanio	 10.000	PC	HILTI			A	25.10.2024
	3000	3000	0001	680792637	2229035	Mart. rompedor TE 3000-AVR 120V	      5	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792638	2229035	Mart. rompedor TE 3000-AVR 120V	      5	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792639	2229035	Mart. rompedor TE 3000-AVR 120V	      5	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792640	2229035	Mart. rompedor TE 3000-AVR 120V	      5	PC	HILTI			A	13.09.2024
	8650	8650	0001	680996028	2229065	Mart. rompedor TE 3000-AVR 230V	      3	PC	HILTI			A	23.09.2024
	8330	8330	0001	680996103	2229065	Mart. demolidor TE 3000-AVR 230V	      3	PC	HILTI			A	23.10.2024
	8330	8330	0001	680996104	2229065	Mart. demolidor TE 3000-AVR 230V	      1	PC	HILTI			A	23.10.2024
	8650	8650	0001	681106412	2229065	Mart. rompedor TE 3000-AVR 230V	      1	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106413	2229065	Mart. rompedor TE 3000-AVR 230V	      1	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106422	2229065	Mart. rompedor TE 3000-AVR 230V	      2	PC	HILTI			A	14.10.2024
	8750	8750	0001	208382554	2229074	Sierra circular a batería SC 5ML-22 male	      1	PC				A	22.06.2023
	3000	3000	0001	680920046	2229800	Gancho X-6 SH	      6	PC	HILTI			A	24.09.2024
	8750	8750	0001	681048717	2229800	Gancho X-6 SH	     20	PC	HILTI			A	16.10.2024
	3000	3000	0001	680920053	2229805	Guía pernos X-6-F8	      4	PC	HILTI			A	24.09.2024
	8750	8750	0001	681048718	2229805	Guía pernos X-6-F8	      6	PC	HILTI			A	16.10.2024
	3000	3000	0001	680920046	2229811	Guía pernos X-6-FGR	      4	PC	HILTI			A	24.09.2024
	8750	8750	0001	681048717	2229811	Guía pernos X-6-FGR	      3	PC	HILTI			A	16.10.2024
	3000	3000	0001	680979484	2229879	Broca BT 1 3/4"/12" SPX-L	      8	PC	HILTI			A	02.10.2024
	3000	3000	0001	680979484	2229879	Broca BT 1 3/4"/12" SPX-L	      8	PC	HILTI			A	02.10.2024
	3000	3000	0001	680979488	2229879	Broca BT 1 3/4"/12" SPX-L	      8	PC	HILTI			A	02.10.2024
	8750	8750	0001	681168356	2229879	Broca BT 1 3/4"/12" SPX-L	      2	PC				A	16.09.2024
	3000	3000	0001	680792678	2229900	Broca BT 1 1/2"/12" SPX-L	     16	PC	HILTI			A	13.09.2024
	3000	3000	0001	681150430	2229900	Broca BT 1 1/2"/12" SPX-L	     16	PC	HILTI			A	06.11.2024
	8330	8330	0001	680907484	2230166	Fix. met. de manga HA NG 8x45 R1	  1.200	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907485	2230166	Fix. met. de manga HA NG 8x45 R1	    800	PC	HILTI			A	11.09.2024
	3000	3000	0001	681088056	2230166	Anclaje de chapa HA NG 8x45 R1	    400	PC	HILTI			A	23.10.2024
	8330	8330	0001	681163304	2230432	Parafuso hex., rosca parc. BO-HX-M10x25	    300	PC	HILTI			A	14.11.2024
	3000	3000	0001	681028773	2230434	Torn.cab.hex.parc.rosc OS  S-M HE-M10x40	  4.700	PC	HILTI			A	18.09.2024
	3000	3000	0001	681028773	2230437	Tuerca hexagonal OS S-M NU-M10 A4	  4.000	PC	HILTI			A	18.09.2024
	8650	8650	0001	681062953	2230489	L.blt set LB-SET-LN-AV-M6x16 A4	  1.129	PC	HILTI			A	22.08.2024
	3000	3000	0001	680895657	2230491	L.blt set LB-SET-LN-M6x25 A4	    128	PC	HILTI			A	03.10.2024
	8330	8330	0001	680996551	2230571	Anilha WA-Ø24x2.5-M12 A4	    100	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996559	2230571	Anilha WA-Ø24x2.5-M12 A4	    110	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996567	2230571	Anilha WA-Ø24x2.5-M12 A4	    200	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996573	2230571	Anilha WA-Ø24x2.5-M12 A4	    400	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996588	2230571	Anilha WA-Ø24x2.5-M12 A4	    400	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996602	2230571	Anilha WA-Ø24x2.5-M12 A4	    100	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996609	2230571	Anilha WA-Ø24x2.5-M12 A4	    100	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996612	2230571	Anilha WA-Ø24x2.5-M12 A4	    100	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996616	2230571	Anilha WA-Ø24x2.5-M12 A4	    200	PC	HILTI			A	09.10.2024
	8330	8330	0001	680996634	2230571	Anilha WA-Ø24x2.5-M12 A4	    100	PC	HILTI			A	09.10.2024
	8330	8330	0001	681111973	2230571	Anilha WA-Ø24x2.5-M12 A4	    505	PC	HILTI			A	30.10.2024
	3000	3000	0001	209758876	2231054	Anclaje de chapa HLS 1/4"	    800	PC				A	15.08.2024
	3000	3000	0001	681075230	2231054	Anclaje de chapa HLS 1/4"	    300	PC				A	30.12.2024
	3000	3000	0001	209758876	2231055	Anclaje de chapa HLS 3/8"	  1.500	PC				A	15.08.2024
	8650	8650	0001	680937232	2231455	Premium exp anc KB1 3/8x3	  3.200	PC	HILTI			A	27.09.2024
	3000	3000	0001	681122746	2231455	Premium exp anc KB1 3/8x3	  6.400	PC	HILTI OPERACIONES DE MEXICO			A	17.09.2024
	3000	3000	0001	681051953	2231456	Premium exp anc KB1 3/8x3 3/4	  1.950	PC				A	03.09.2024
	8650	8650	0001	681093147	2231456	Premium exp anc KB1 3/8x3 3/4	  6.400	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093168	2231456	Premium exp anc KB1 3/8x3 3/4	  6.400	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093169	2231456	Premium exp anc KB1 3/8x3 3/4	  6.400	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093148	2231457	Premium exp anc KB1 3/8x5	  4.800	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093165	2231457	Premium exp anc KB1 3/8x5	  4.800	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093166	2231457	Premium exp anc KB1 3/8x5	  4.800	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093167	2231457	Premium exp anc KB1 3/8x5	  4.800	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093170	2231457	Premium exp anc KB1 3/8x5	  4.800	PC	HILTI			A	09.10.2024
	3000	3000	0001	681122742	2231457	Premium exp anc KB1 3/8x5	  1.200	PC	HILTI OPERACIONES DE MEXICO			A	17.09.2024
	8650	8650	0001	681019331	2231458	Premium exp anc KB1 1/2x3 3/4	  1.280	PC	HILTI			A	16.10.2024
	3000	3000	0001	681051953	2231458	Premium exp anc KB1 1/2x3 3/4	    480	PC				A	03.09.2024
	8650	8650	0001	681152516	2231458	Premium exp anc KB1 1/2x3 3/4	  1.280	PC	HILTI			A	20.11.2024
	8330	8330	0001	681092190	2231459	Premium exp anc KB1 1/2x4 1/2	    160	PC	HILTI			A	14.10.2024
	8650	8650	0001	681093155	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093156	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093157	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093158	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093159	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093160	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093161	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093162	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093163	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093164	2231459	Premium exp anc KB1 1/2x4 1/2	  2.560	PC	HILTI			A	09.10.2024
	8650	8650	0001	681093146	2231460	Premium exp anc KB1 1/2x5 1/2	  1.920	PC	HILTI			A	09.10.2024
	3000	3000	0001	681051953	2231461	Premium exp anc KB1 1/2x7	    360	PC				A	03.09.2024
	3000	3000	0001	681149057	2231461	Premium exp anc KB1 1/2x7	  1.160	PC	HILTI			A	24.09.2024
	8650	8650	0001	680983176	2231462	Premium exp anc KB1 5/8x4 1/4	     75	PC	HILTI			A	16.10.2024
	8650	8650	0001	680983178	2231462	Premium exp anc KB1 5/8x4 1/4	    225	PC	HILTI			A	16.10.2024
	8650	8650	0001	681038429	2231462	Premium exp anc KB1 5/8x4 1/4	    135	PC	HILTI			A	23.10.2024
	8650	8650	0001	681038430	2231462	Premium exp anc KB1 5/8x4 1/4	    150	PC	HILTI			A	23.10.2024
	8650	8650	0001	681092207	2231462	Premium exp anc KB1 5/8x4 1/4	    135	PC	HILTI			A	21.10.2024
	8650	8650	0001	680937233	2231466	Premium exp anc KB1 3/4x4 3/4	    160	PC	HILTI			A	27.09.2024
	8650	8650	0001	680937237	2231466	Premium exp anc KB1 3/4x4 3/4	     80	PC	HILTI			A	27.09.2024
	8650	8650	0001	681092205	2231466	Premium exp anc KB1 3/4x4 3/4	    160	PC	HILTI			A	21.10.2024
	8650	8650	0001	681092209	2231466	Premium exp anc KB1 3/4x4 3/4	     80	PC	HILTI			A	21.10.2024
	8650	8650	0001	681152513	2231466	Premium exp anc KB1 3/4x4 3/4	  2.080	PC	HILTI			A	20.11.2024
	8650	8650	0001	680671427	2231467	Premium exp anc KB1 3/4x5 1/2	    480	PC	HILTI			A	06.09.2024
	8650	8650	0001	680937235	2231468	Premium exp anc KB1 3/4x7	     90	PC	HILTI			A	27.09.2024
	8650	8650	0001	681019335	2231468	Premium exp anc KB1 3/4x7	     60	PC	HILTI			A	16.10.2024
	8650	8650	0001	681068130	2231468	Premium exp anc KB1 3/4x7	     30	PC	HILTI			A	13.11.2024
	8330	8330	0001	680907441	2232382	Polidora de betão DGH 150 230V	      1	PC	HILTI			A	11.09.2024
	8330	8330	0001	681076157	2232382	Polidora de betão DGH 150 230V	      1	PC	HILTI			A	15.10.2024
	3000	3000	0001	680859342	2232387	Desbastadora de diamante DGH 150 120V	      2	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859349	2232387	Desbastadora de diamante DGH 150 120V	      1	PC	HILTI			A	17.09.2024
	3000	3000	0001	681036381	2232387	Desbastadora de diamante DGH 150 120V	      1	PC	HILTI			A	09.10.2024
	8330	8330	0001	680967195	2232595	Ponteiro TE-Y SM 40 (10)	     20	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967245	2232595	Ponteiro TE-Y SM 40 (10)	     30	PC	HILTI			A	17.09.2024
	8650	8650	0001	681047853	2232595	Cincel puntero TE-Y SM 40 (10)	     20	PC	HILTI			A	30.09.2024
	3000	3000	0001	680792672	2232597	Cincel puntero TE-Y SM 28	      5	PC	HILTI			A	13.09.2024
	3000	3000	0001	681036374	2232597	Cincel puntero TE-Y SM 28	      1	PC	HILTI			A	09.10.2024
	8650	8650	0001	681047854	2232597	Cincel puntero TE-Y SM 28	      4	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047854	2232597	Cincel puntero TE-Y SM 28	      3	PC	HILTI			A	30.09.2024
	3000	3000	0001	680712043	2232598	Escoplo TE-Y FM 40 (5)	      5	PC	HILTI			A	05.07.2024
	3000	3000	0001	680920051	2232603	Cincel puntero TE-Y SM 40	     30	PC	HILTI			A	24.09.2024
	8650	8650	0001	680996002	2232603	Cincel puntero TE-Y SM 40	     20	PC	HILTI			A	23.09.2024
	3000	3000	0001	681060293	2232603	Cincel puntero TE-Y SM 40	      8	PC				A	21.10.2024
	8650	8650	0001	681106392	2232603	Cincel puntero TE-Y SM 40	     20	PC	HILTI			A	14.10.2024
	3000	3000	0001	681150412	2232603	Cincel puntero TE-Y SM 40	     30	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150428	2232604	Cincel puntero TE-Y SM 60	      7	PC	HILTI			A	06.11.2024
	3000	3000	0001	680979490	2232605	Escoplo TE-Y FM 28	      2	PC	HILTI			A	02.10.2024
	3000	3000	0001	681036374	2232605	Escoplo TE-Y FM 28	      1	PC	HILTI			A	09.10.2024
	8330	8330	0001	680937925	2232606	Escopro TE-Y FM 40	      1	PC	HILTI			A	25.09.2024
	8330	8330	0001	680967249	2232606	Escopro TE-Y FM 40	      3	PC	HILTI			A	17.09.2024
	3000	3000	0001	680979491	2232606	Escoplo TE-Y FM 40	     20	PC	HILTI			A	02.10.2024
	3000	3000	0001	681036379	2232606	Escoplo TE-Y FM 40	     10	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036385	2232606	Escoplo TE-Y FM 40	     30	PC	HILTI			A	09.10.2024
	3000	3000	0001	681060293	2232606	Escoplo TE-Y FM 40	     10	PC				A	21.10.2024
	3000	3000	0001	681088087	2232606	Escoplo TE-Y FM 40	     30	PC	HILTI			A	23.10.2024
	8330	8330	0001	681107370	2232606	Escopro TE-Y FM 40	      2	PC	HILTI			A	13.09.2024
	3000	3000	0001	681036374	2232607	Escoplo TE-Y FM 60	      8	PC	HILTI			A	09.10.2024
	8330	8330	0001	681106576	2232908	Serra circular bateria SC 30WR-22 caixa	      1	PC	HILTI			A	22.10.2024
	3000	3000	0001	680860912	2232909	Sierra circular a batería SC 30WR-22 mal	      2	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860913	2232909	Sierra circular a batería SC 30WR-22 mal	      1	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860913	2232909	Sierra circular a batería SC 30WR-22 mal	      1	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860913	2232909	Sierra circular a batería SC 30WR-22 mal	      2	PC	HILTI			A	17.09.2024
	8650	8650	0001	680998183	2232909	Sierra circular a batería SC 30WR-22 mal	      3	PC	HILTI			A	23.09.2024
	8650	8650	0001	680998183	2232909	Sierra circular a batería SC 30WR-22 mal	      9	PC	HILTI			A	23.09.2024
	8650	8650	0001	680998184	2232909	Sierra circular a batería SC 30WR-22 mal	      3	PC	HILTI			A	23.09.2024
	3000	3000	0001	681038176	2232909	Sierra circular a batería SC 30WR-22 mal	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681038183	2232909	Sierra circular a batería SC 30WR-22 mal	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681089126	2232909	Sierra circular a batería SC 30WR-22 mal	      5	PC	HILTI			A	23.10.2024
	3000	3000	0001	681152273	2232909	Sierra circular a batería SC 30WR-22 mal	      2	PC	HILTI			A	06.11.2024
	8750	8750	0001	681048702	2232984	Escuadra de sujeción PMA 93	      2	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048748	2232984	Escuadra de sujeción PMA 93	      1	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048773	2232984	Escuadra de sujeción PMA 93	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	681036385	2233434	Cargador de clavos X-6-MX 72	     15	PC	HILTI			A	09.10.2024
	8750	8750	0001	681048718	2233434	Cargador de clavos X-6-MX 72	      6	PC	HILTI			A	16.10.2024
	3000	3000	0001	681088065	2233434	Cargador de clavos X-6-MX 72	      9	PC	HILTI			A	23.10.2024
	8650	8650	0001	681106392	2233434	Cargador de clavos X-6-MX 72	      1	PC	HILTI			A	14.10.2024
	3000	3000	0001	681150410	2233554	Disco diam 115/22 SPX univ	      4	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150413	2233554	Disco diam 115/22 SPX univ	     16	PC	HILTI			A	06.11.2024
	8650	8650	0001	681047854	2233556	Disco diam 125/22 SPX univ	      5	PC	HILTI			A	30.09.2024
	8330	8330	0001	680996027	2233560	Disco diam 180/22 SPX univ	     12	PC	HILTI			A	23.10.2024
	8330	8330	0001	680996030	2233560	Disco diam 180/22 SPX univ	     10	PC	HILTI			A	23.10.2024
	8650	8650	0001	206240480	2233562	Disco diam 230/22 SPX univ	      1	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240480	2233562	Disco diam 230/22 SPX univ	      1	PC	HILTI			A	29.03.2024
	8330	8330	0001	680907516	2233562	Disco diam 230/22 SPX univ	      7	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907517	2233562	Disco diam 230/22 SPX univ	      1	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907518	2233562	Disco diam 230/22 SPX univ	     28	PC	HILTI			A	11.09.2024
	3000	3000	0001	680920046	2233562	Disco diam 230/22 SPX univ	      6	PC	HILTI			A	24.09.2024
	8330	8330	0001	680907514	2233572	Disco diam 125/22 (6) P univ	     90	PC	HILTI			A	11.09.2024
	8330	8330	0001	680937970	2233572	Disco diam 125/22 (6) P univ	     90	PC	HILTI			A	25.09.2024
	3000	3000	0001	680859329	2233574	Disco diam 180/22 (6) P univ	     42	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859343	2233574	Disco diam 180/22 (6) P univ	     48	PC	HILTI			A	17.09.2024
	8650	8650	0001	206240480	2233575	Disco diam 230/22 (6) P univ	     12	PC	HILTI			A	29.03.2024
	8650	8650	0001	681047854	2233575	Disco diam 230/22 (6) P univ	      6	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047853	2233884	Broca para azulejos HEX 8/40 SPX MP3	     96	PC	HILTI			A	30.09.2024
	8330	8330	0001	680996093	2233910	Placa de ajuste CFS-T FAP 120 GS	     10	PC	HILTI			A	23.10.2024
	3000	3000	0001	681064444	2234720	Cápsula química HVU2 3/8" x 3 1/2"	    480	PC				A	21.10.2024
	3000	3000	0001	681064444	2234721	Cápsula química HVU2 1/2" x 4 1/4"	     60	PC				A	21.10.2024
	3000	3000	0001	681064444	2234722	Cápsula química HVU2 5/8" x 5"	    120	PC				A	21.10.2024
	3000	3000	0001	681064444	2234723	Cápsula química HVU2 3/4" x 6 5/8"	    230	PC				A	21.10.2024
	8650	8650	0001	681047902	2234724	Cápsula química HVU2 7/8" x 6 5/8"	     40	PC	HILTI			A	30.09.2024
	3000	3000	0001	681088062	2235289	Vaso de impacto SI-S 3/4"-15 L	      1	PC	HILTI			A	23.10.2024
	8330	8330	0001	680967251	2236894	Tripé c/ manivela PA 922 tripod	      8	PC	HILTI			A	17.09.2024
	8330	8330	0001	681026133	2236894	Tripé c/ manivela PA 922 tripod	      8	PC	HILTI			A	11.10.2024
	8750	8750	0001	681048715	2236894	Trípode con manivela PA 922 tripod	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680895657	2237041	Elbowpiece OS FOE-150 FE-90-150-R300 FRP	      7	PC	HILTI			A	03.10.2024
	3000	3000	0001	681000379	2237043	Cubierta OS FOE CO-90-150 R300 FRP	      7	PC	HILTI			A	07.08.2024
	8330	8330	0001	681163252	2237067	Anilha WA-Ø20x2-M10 A4	    396	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163279	2237067	Anilha WA-Ø20x2-M10 A4	    100	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163326	2237067	Anilha WA-Ø20x2-M10 A4	     10	PC	HILTI			A	14.11.2024
	8330	8330	0001	680902307	2237068	Anilha WA-Ø25x1.5-M6 A4	  1.800	PC	HILTI			A	02.10.2024
	8330	8330	0001	681043082	2237068	Anilha WA-Ø25x1.5-M6 A4	    900	PC	HILTI			A	16.10.2024
	8330	8330	0001	681023387	2237085	Varão de bucha HAS-U 8.8 M12x160	     20	PC	HILTI			A	11.10.2024
	8330	8330	0001	681025972	2237090	Varão de bucha HAS-U 8.8 M16x260	     80	PC	HILTI			A	11.10.2024
	3000	3000	0001	680793851	2237412	Taco HSL4 M12 d18x131 25/-/-	    300	PC	HILTI			A	13.09.2024
	3000	3000	0001	681035256	2237412	Taco HSL4 M12 d18x131 25/-/-	    300	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035256	2237412	Taco HSL4 M12 d18x131 25/-/-	    300	PC	HILTI			A	09.10.2024
	3000	3000	0001	680980546	2237416	Taco HSL4 M10 d15x129 40/20/-	     20	PC	HILTI			A	07.10.2024
	8650	8650	0001	681047782	2237422	Taco HSL4-B M12 d18x121 5/-/-	     40	PC	HILTI			A	30.09.2024
	8330	8330	0001	680937911	2238266	Disco de desbaste diamantado DG-CW 125/5	     60	PC	HILTI			A	25.09.2024
	8650	8650	0001	680995992	2238266	Vaso diamantado DG-CW 125/5" P (2) univ	     60	PC	HILTI			A	23.09.2024
	8330	8330	0001	681106517	2238266	Disco de desbaste diamantado DG-CW 125/5	     48	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106518	2238266	Disco de desbaste diamantado DG-CW 125/5	     12	PC	HILTI			A	22.10.2024
	8330	8330	0001	680829333	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     65	PC	HILTI			A	17.09.2024
	8330	8330	0001	680829334	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     45	PC	HILTI			A	17.09.2024
	8330	8330	0001	680829335	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     54	PC	HILTI			A	17.09.2024
	8330	8330	0001	680829336	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     54	PC	HILTI			A	17.09.2024
	8330	8330	0001	680902295	2238428	Iniciante OS S-M BS-130-CH100-2T SS	    492	PC	HILTI			A	15.11.2024
	8330	8330	0001	681043107	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     28	PC	HILTI			A	16.10.2024
	8330	8330	0001	681043122	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     76	PC	HILTI			A	16.10.2024
	8330	8330	0001	681059042	2238428	Iniciante OS S-M BS-130-CH100-2T SS	    246	PC	HILTI			A	30.10.2024
	8330	8330	0001	681162483	2238428	Iniciante OS S-M BS-130-CH100-2T SS	  1.500	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163228	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     46	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163280	2238428	Iniciante OS S-M BS-130-CH100-2T SS	    116	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163295	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     68	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163305	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     40	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163317	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     15	PC	HILTI			A	14.11.2024
	8330	8330	0001	681163327	2238428	Iniciante OS S-M BS-130-CH100-2T SS	     73	PC	HILTI			A	14.11.2024
	8330	8330	0001	680996575	2238439	Braçadeira de tubo INKO-M TC-ME19 PP	    291	PC	HILTI			A	09.10.2024
	8650	8650	0001	206240480	2238552	Vaso diamantado DG-CW 125/5" SPX (6) uni	      6	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240541	2238552	Vaso diamantado DG-CW 125/5" SPX (6) uni	     18	PC	HILTI			A	29.03.2024
	8330	8330	0001	681048022	2238552	Disco de desbaste diamantado DG-CW 125/5	     72	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048023	2238552	Disco de desbaste diamantado DG-CW 125/5	     12	PC	HILTI			A	08.10.2024
	3000	3000	0001	681088062	2238555	Vaso diamantado DG-CW 125/5" SPX acabado	      2	PC	HILTI			A	23.10.2024
	3000	3000	0001	680792669	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	     24	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859343	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	     36	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859343	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	     24	PC	HILTI			A	17.09.2024
	8330	8330	0001	680907447	2238576	Disco de desbaste diamantado DG-CW 115/4	    252	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907479	2238576	Disco de desbaste diamantado DG-CW 115/4	    252	PC	HILTI			A	11.09.2024
	3000	3000	0001	680920047	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	     60	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920048	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	     24	PC	HILTI			A	24.09.2024
	8330	8330	0001	681047938	2238576	Disco de desbaste diamantado DG-CW 115/4	    252	PC	HILTI			A	08.10.2024
	8330	8330	0001	681076140	2238576	Disco de desbaste diamantado DG-CW 115/4	    504	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076141	2238576	Disco de desbaste diamantado DG-CW 115/4	    504	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076142	2238576	Disco de desbaste diamantado DG-CW 115/4	    504	PC	HILTI			A	15.10.2024
	8330	8330	0001	681137066	2238576	Disco de desbaste diamantado DG-CW 115/4	    252	PC	HILTI			A	29.10.2024
	8750	8750	0001	681168356	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	      2	PC				A	16.09.2024
	8650	8650	0001	206240480	2238577	Vaso diamantado DG-CW 180/7" P (6) univ	      6	PC	HILTI			A	29.03.2024
	8750	8750	0001	681048778	2238580	Vaso diamantado DG-CW 115/4.5" P (6) uni	     72	PC	HILTI			A	16.10.2024
