26.03.2025				                                                                                                                          List complete material master																																  1


		SOrg.	Plnt		Material	Material number	X-Plant Material Status	MS	   Gross weight	WUn	Spart	ValidFrom	Min.order qty	BUn	Orig	Web	FM rel.	Av	PGr	GRT	Typ	MRPCn	  Min.lot size	BUn	SPT	 PDT	TABCD	XYZ	Pl	   Safety Stock	 Rounding val.	BUn	R.profile	LS	Min. dely qty		BUn
		8300	8330		2070371	Impact socket SI-S 1/2"-13 S	14	40	            72	G		31.03.2020	           1	PC	TW	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2070376	Impact socket SI-S 1/2"-19 S	14	40	       119,600	G		31.03.2020	           1	PC	TW	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2070378	Impact socket SI-S 1/2"-22 S	14	40	       135,030	G		31.03.2020	           1	PC	TW	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2070382	Impact socket SI-S 1/2"-32 S	14	40	       224,700	G		31.03.2020	           1	PC	TW	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2070383	Impact socket SI-S 1/2"-36 S	14	40	       318,300	G		31.03.2020	           1	PC	TW	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071154	Twist drill bit HSS Co 6,0x93mm MP10	14	40	        15,500	G		31.03.2020	          10	PC	CN	X		ZC	L09	 2	X6	L09	           10	PC	4C	 61	D	N		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2071174	Twist drill bit HSS Co 13.0x151mm	14	40	           122	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071175	Twist drill bit HSS Co 14.0x160mm	14	40	       134,200	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071176	Twist drill bit HSS Co 15.0x169mm	14	40	       156,500	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071177	Twist drill bit HSS Co 16.0x178mm	14	40	           146	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071178	Twist drill bit HSS Co 17.0x184mm	14	40	       211,170	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2071179	Twist drill bit HSS Co 18.0x191mm	14	40	           237	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2076471	Core bit C+ 20/300 SPX-T abras	14	40	           439	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2076473	Core bit C+ 24/300 SPX-T abras	14	40	       434,320	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2076476	Core bit C+ 28/300 SPX-T abras	14	40	       459,350	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2076477	Core bit C+ 1-1/8"/12" SPX-T abras	14	40	           473	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 78	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2076986	Core bit C+ 1-1/8"/24" SPX-T	14	40	           718	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	C	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2079850	Comfort side handle LAG	14	40	       214,270	G	X	16.05.2023	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2095646	T-head bolt HBC-C M12x60 8.8F	14	40	        97,022	G		31.03.2020	         100	PC	TW	X		ZC	L02	 2	X6	L02	          100	PC	U0	 59	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2101312	Dust extr. hood DC-EX115/4.5"C cutting	14	40	       388,120	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2103692	Chisel TE-S TT 55 / 18°	14	40	         2.125	G		31.03.2020	           1	PC	HU	X		ZC	L09	 2	X6	L09	            1	PC	4C	116	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2104283	Flat wall chisel TE-SX FW 30	14	40	       755,900	G		31.03.2020	           1	PC	HU	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2105408	Threaded stud X-M6-7-14 B3 P7	14	40	         1,840	G		31.03.2020	         200	PC	LI	X		ZC	L04	 2	X6	L04	          200	PC	4C	 61	D	N		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2105409	Threaded stud X-M6-7-24 B3 P7	14	40	         2,415	G		31.03.2020	         200	PC	LI	X		ZC	L04	 2	X6	L04	          200	PC	4C	 61	D	N		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2112585	Conduit clip X-FB-E 16 MX	14	40	         7,887	G		31.03.2020	         200	PC	FR	X		ZC	L04	 2	X6	L04	          200	PC	4C	 61	D	N		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2112586	Conduit clip X-FB-E 20 MX	14	40	         9,155	G		31.03.2020	         200	PC	FR	X		ZC	L04	 2	X6	L04	          200	PC	4C	 61	D	N		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2112587	Conduit clip X-FB-E 25 MX	14	40	        11,140	G		31.03.2020	         200	PC	FR	X		ZC	L04	 2	X6	L04	          200	PC	4C	 61	D	N		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2112772	Spare stop drill bit HDI+/HDI-TZ 1/2”	14	40	           284	G		31.03.2020	           1	PC	HU	X		ZC	L09	 2	X6	L09	            1	PC	4C	 82	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2116415	Fastener guide X-FG B3-IF packed	14	40	            51	G	X	16.05.2023	           1	PC	IN	X		ZR	L04	 2	X6	L04	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2117992	Cutting disc EQD SPX 305/22 mason.	14	40	         1.523	G		31.03.2020	           1	PC	CN	X		ZC	L05	 2	X6	L05	            1	PC	U0	 59	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2125260	Transit frame CFS-T SB/cont-8x2 GS	14	40	         8.000	G		31.03.2020	           1	PC	AT	X		ZC	L03	 2	X6	L03	            1	PC	4C	106	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2125261	Transit frame CFS-T SB/cont-8x3 GS	14	40	        12.000	G		31.03.2020	           1	PC	AT	X		ZC	L03	 2	X6	L03	            1	PC	4C	106	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2125965	Roughening tool TE-YRT 18/320	14	40	           682	G		31.03.2020	           1	PC	HU	X		ZC	L01	 2	X6	L01	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2126158	Angular chuck TE-AC 2	14	40	         1.731	G		31.03.2020	           1	PC	CH	X	F	ZC	L08	 2	X6	L08	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2141423	Cable module CFS-T EX 20/0+5-16	14	40	            45	G		31.03.2020	          36	PC	SI	X		ZC	L03	 2	X6	L03	           36	PC	4C	 61	D	N		             0	           36	PC	Z004	PK	          36		PC
		8300	8330		2141710	Electr. cable clamp X-EKS-E 16 MX	14	40	         4,183	G		04.08.2021	      76.800	PC	CN			ZC	L04	 2	X6	L04	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	      76.800		PC
		8300	8330		2141711	Electr. cable clamp X-EKS-E 20 MX	14	40	         5,617	G		04.08.2021	      57.600	PC	CN			ZC	L04	 2	X6	L04	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	      57.600		PC
		8300	8330		2141712	Electr. cable clamp X-EKS-E 25 MX	14	40	         6,217	G		04.08.2021	      48.000	PC	CN			ZC	L04	 2	X6	L04	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	      48.000		PC
		8300	8330		2143215	Wall saw blade 1000x4.5/60H SP M-HC	14	40	        24.500	G		31.03.2020	           1	PC	IN	X		ZC	L12	 2	X6	L12	            1	PC	4C	141	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2146929	Transit frame CFS-T SSK-8x5 S/S	14	40	        23.900	G		31.03.2020	           1	PC	AT	X		ZC	L03	 2	X6	L03	            1	PC	4C	106	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2149274	Kwik lock M14	14	40	           108	G		31.03.2020	           1	PC	CN	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2152081	Transit frame CFS-T SSK-4x2 S/S	14	40	         9.000	G		31.03.2020	           1	PC	AT	X		ZC	L03	 2	X6	L03	            1	PC	4C	106	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158108	Core bit BS-F 350/450 SP-H abras	14	40	        21.677	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	116	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158125	Core bit BS-F 67/450 SP-H	14	40	         2.091	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	106	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158240	Core bit B 122/450 SP-H abras	14	40	     3.834,420	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158242	Core bit B 142/450 SP-H abras	14	40	         4.625	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158343	Change module 142 SPX/SP-H abras	14	40	           548	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 91	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158344	Change module 152 SPX/SP-H abras	14	40	           679	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2158349	Change module 225 SPX-H abras	14	40	         1.064	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            8	PC	4C	 91	D	N		             0	            8	PC	Z004	PK	           1		PC
		8300	8330		2164505	Adhesive capsule HVU2 M8x80	14	40	        12,568	G		31.03.2020	          20	PC	DE	X		ZC	L01	 2	X6	L01	           20	PC	4C	 61	D	Z		             0	           20	PC	Z004	PK	          20		PC
		8300	8330		2164561	Adhesive capsule HVU2 M27x240	14	40	       204,123	G		31.03.2020	           4	PC	DE	X		ZC	L01	 2	X6	L01	            4	PC	4C	 61	D	N		             0	            4	PC	Z004	PK	           4		PC
		8300	8330		2164563	Adhesive capsule HVU2 M8x80 BULK	14	40	         9,935	G		31.03.2020	         400	PC	DE	X		ZC	L01	 2	X6	L01	          400	PC	4C	 61	D	N		             0	          400	PC	Z004	PK	         400		PC
		8300	8330		2164564	Adhesive capsule HVU2 M10x90 BULK	14	40	        15,687	G		31.03.2020	         300	PC	DE	X		ZC	L01	 2	X6	L01	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	         300		PC
		8300	8330		2164565	Adhesive capsule HVU2 M12x110 BULK	14	40	        26,517	G		31.03.2020	         300	PC	DE	X		ZC	L01	 2	X6	L01	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	         300		PC
		8300	8330		2164566	Adhesive capsule HVU2 M16x125 BULK	14	40	        39,397	G		31.03.2020	         300	PC	DE	X		ZC	L01	 2	X6	L01	          300	PC	4C	 61	D	N		             0	          300	PC	Z004	PK	         300		PC
		8300	8330		2164567	Adhesive capsule HVU2 M20x170 BULK	14	40	        76,060	G		31.03.2020	         150	PC	DE	X		ZC	L01	 2	X6	L01	          150	PC	4C	 61	D	N		             0	          150	PC	Z004	PK	         150		PC
		8300	8330		2164568	Adhesive capsule HVU2 M24x210 BULK	14	40	           167	G		31.03.2020	         100	PC	DE	X		ZC	L01	 2	X6	L01	           80	PC	4C	 91	D	N		             0	           80	PC	Z004	PK	         100		PC
		8300	8330		2165912	Hammer drill bit TE-YX 1 1/8"-13"	14	40	       618,730	G		31.03.2020	           1	PC	DE	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2165918	Hammer drill bit TE-YX 1 3/8"-23"	14	40	     1.352,030	G		31.03.2020	           1	PC	DE	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	C	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2168878	Scaling chisel TE-SX SC 36/5	14	40	     1.111,900	G		31.03.2020	           1	PC	HU	X		ZC	L09	 2	X6	L09	            1	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2170327	Anchor rod HAS-R M16x125/38	14	40	       286,500	G		31.03.2020	          20	PC	CN			ZC	L01	 2	X6	L01	           20	PC	U0	 59	D	N		             0	           20	PC	Z004	PK	          20		PC
		8300	8330		2170621	Twist drill bit HSS-R 1.0x34mm MP10	14	40	         0,540	G		31.03.2020	          10	PC	CN	X		ZC	L09	 2	X6	L09	           50	PC	4C	 61	D	N		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2170623	Twist drill bit HSS-R 2.0x49mm MP10	14	40	         1,280	G		31.03.2020	          10	PC	CN	X		ZC	L09	 2	X6	L09	           50	PC	4C	 61	D	N		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2171766	Chuck TE 3000-AVR V3 packed	14	40	     2.847,190	G	X	31.03.2020	           1	PC	AT	X		ZR	L08	 2	X6	L08	            1	PC	4C	 61	T	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2172836	Blade NBK 054 ACSR kit	14	40	           240	G		31.03.2020	           2	PC	DE	X	F	ZC	L09	 2	X6	L09	            1	PC	U0	 59	D	N		             0	            1	PC	Z004	PK	           2		PC
		8300	8330		2178494	Firestop sleeve CFS-SL GA L	14	40	         1.800	G		31.03.2020	           1	PC	MY	X		ZC	L03	 2	X6	L03	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2178616	Refill package HIT-RE 10 DEMO	14	40	         9.200	G		31.03.2020	           1	PC	AT			ZC	L01	 2	X6	L01	            1	PC	U0	 87	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2179715	Recip. saw blade SP 15 18 (5) metal	14	40	        30,652	G		31.03.2020	           5	PC	US	X		ZC	L09	 2	X6	L09	            5	PC	4C	 61	D	N		             0	            5	PC	Z004	PK	           5		PC
		8300	8330		2179717	Recip. saw blade SP 20 18 (5) metal	14	40	        42,014	G		31.03.2020	           5	PC	US	X		ZC	L09	 2	X6	L09	            5	PC	4C	 61	D	Z		             0	            5	PC	Z004	PK	           5		PC
		8300	8330		2180269	Sprinkler pipe hanger MP-SPN 3/4"-M10	14	40	        77,740	G		31.03.2020	         100	PC	CN	X		ZC	L06	 2	X6	L06	          100	PC	U4	 60	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2180410	Sprinkler pipe hanger MP-SPN 1"-M10	14	40	        80,697	G		31.03.2020	         100	PC	CN	X		ZC	L06	 2	X6	L06	          100	PC	U4	 60	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2180411	Sprinkler pipe hanger MP-SPN 1 1/4"-M10	14	40	        84,680	G		31.03.2020	          50	PC	CN	X		ZC	L06	 2	X6	L06	           50	PC	U4	 60	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2180412	Sprinkler pipe hanger MP-SPN 1 1/2"-M10	14	40	        86,360	G		31.03.2020	          50	PC	CN	X		ZC	L06	 2	X6	L06	           50	PC	U4	 60	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2180413	Sprinkler pipe hanger MP-SPN 2"-M10	14	40	        93,080	G		31.03.2020	          50	PC	CN	X		ZC	L06	 2	X6	L06	           50	PC	U4	 60	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2180414	Sprinkler pipe hanger MP-SPN 2 1/2"-M10	14	40	       136,700	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	U4	 60	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2180415	Sprinkler pipe hanger MP-SPN 3"-M10	14	40	       146,800	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	U4	 60	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2180416	Sprinkler pipe hanger MP-SPN 4"-M10	14	40	        96,800	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	U4	 60	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2180418	Sprinkler pipe hanger MP-SPN 5"-M12	14	40	       220,800	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	U4	 60	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2180420	Sprinkler pipe hanger MP-SPN 6"-M12	14	40	       244,800	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	U4	 60	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2180421	Sprinkler pipe hanger MP-SPN 219,1-M16	14	40	           515	G		31.03.2020	          10	PC	CN	X		ZC	L06	 2	X6	L06	           10	PC	U4	 60	D	N		             0	           10	PC	Z004	PK	          10		PC
		8300	8330		2184476	Hexagon nut M16 DIN 934 A4-70	14	40	        30,877	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	4C	 61	D	Z		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2184523	Hexagon screw M12x30-F DIN 933 8.8 U	14	40	        39,709	G		31.03.2020	          50	PC	TW	X		ZC	L06	 2	X6	L06	           50	PC	4C	 61	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2184524	Hexagon nut M8-F DIN 934 8	14	40	         4,986	G		31.03.2020	         100	PC	CN	X		ZC	L06	 2	X6	L06	          100	PC	4C	 61	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2184528	Hexagon nut M20-F DIN 934 8	14	40	        55,817	G		31.03.2020	          25	PC	CN	X		ZC	L06	 2	X6	L06	           25	PC	4C	 61	D	Z		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2184529	Flat washer 8 8,4x16x1,6-F ISO 7089 200	14	40	         1,815	G		31.03.2020	         200	PC	DE	X		ZC	L06	 2	X6	L06	          200	PC	4C	 61	D	Z		             0	          200	PC	Z004	PK	         200		PC
		8300	8330		2184535	Flat washer 16 17x30x3 ISO 7089 A4 200 H	14	40	         9,985	G		31.03.2020	          50	PC	IN	X		ZC	L06	 2	X6	L06	           50	PC	4C	 61	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2184536	Hexagon nut M20 DIN 934 A4-70	14	40	        59,282	G		31.03.2020	          25	PC	PH	X		ZC	L06	 2	X6	L06	           25	PC	4C	 61	D	N		             0	           25	PC	Z004	PK	          25		PC
		8300	8330		2184549	Flat washer 12 13x24x2,5 ISO 7089 A4 200	14	40	         5,703	G		31.03.2020	         100	PC	CN	X		ZC	L06	 2	X6	L06	          100	PC	4C	 61	D	Z		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2185564	Core bit B 62/320 SP-L	14	40	         1.260	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 80	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2185565	Core bit B 67/320 SP-L	14	40	         1.384	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 80	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2185568	Core bit B 82/320 SP-L	14	40	         1.739	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 80	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2185571	Core bit B 102/320 SP-L	14	40	         2.335	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 80	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2190157	Diamond wire DS-W SI 10.5 CH MP-HP	16	40	           366	G		31.03.2020	           1	M	KR			ZC	L12	 2	X6	L12	            1	M	4C	 89	D	N		             0	            1	M	Z004	PK	           1		M
		8300	8330		2191207	Dust removal system TE DRS-D	14	40	           305	G		31.03.2020	           1	PC	CN	X		ZC	L08	 2	X6	L08	            1	PC	U0	 59	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2192228	Filter VC 2D-22 & VC 5/75(A)-22 HEPA US	14	40	           210	G	X	31.03.2020	           1	PC	CN	X		ZC	L05	 2	X6	L05	            1	PC	U0	 59	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2192229	Filter VC 2D-22 & VC 5/75(A)-22 dry	14	40	           210	G	X	31.03.2020	           1	PC	CN	X		ZC	L05	 2	X6	L05	            1	PC	U0	 59	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2192260	Dust bag VC 2D-22&VC5/75(A)-22(5) fleece	14	40	            39	G		31.03.2020	           5	PC	CN	X		ZC	L05	 2	X6	L05	            5	PC	U0	 59	D	N		             0	            5	PC	Z004	PK	           5		PC
		8300	8330		2194353	Elec. connector X-BT-ER W10/7 SN 8	14	40	        24,786	G		31.03.2020	         100	PC	LI	X		ZC	L04	 2	X6	L04	          100	PC	4C	 61	D	N		             0	          100	PC	Z004	PK	         100		PC
		8300	8330		2197625	Fastener guide X-FG B3-BTG	14	40	           296	G	X	28.04.2022	           0	PC	AT	X		ZC	L04	 2	X6	L04	            1	PC	4C	 61	T	Y		             0	            1	PC	Z007	PK	           0		PC
		8300	8330		2197629	Stepped drill bit TX-BT 4.7/7-150	14	40	            47	G		31.03.2020	           1	PC	DE	X		ZC	L04	 2	X6	L04	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2197935	Socket wrench insert X-NSD 1/4" - 7/16"	14	40	            70	G		31.03.2020	           1	PC	TW	X		ZC	L04	 2	X6	L04	            1	PC	4C	 61	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2198296	Grating saddle clip X-FCS-R-3-25 31/35	14	40	        78,740	G		31.03.2020	          50	PC	MY	X		ZC	L04	 2	X6	L04	           50	PC	U0	169	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2198297	Grating saddle clip X-FCS-R-3-25 37/41	14	40	        82,400	G		31.03.2020	          50	PC	MY	X		ZC	L04	 2	X6	L04	           50	PC	U0	169	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2198298	Grating saddle clip X-FCS-R-4-25 31/35	14	40	        85,380	G		31.03.2020	          50	PC	MY	X		ZC	L04	 2	X6	L04	           50	PC	U0	169	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2198299	Grating saddle clip X-FCS-R-4-25 37/41	14	40	        96,080	G		31.03.2020	          50	PC	MY	X		ZC	L04	 2	X6	L04	           50	PC	U0	169	D	N		             0	           50	PC	Z004	PK	          50		PC
		8300	8330		2199625	Core bit B 40/320 SP-L	14	40	           711	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 88	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199631	Core bit B 47/320 SP-L	14	40	           804	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            8	PC	4C	 88	D	Z		             0	            8	PC	Z004	PK	           1		PC
		8300	8330		2199666	Core bit B 37/430 SP-H abras	14	40	           845	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	           10	PC	4C	 91	D	Z		             0	            5	PC	Z004	PK	           1		PC
		8300	8330		2199668	Core bit B 42/430 SP-H abras	14	40	           914	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 91	D	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199669	Core bit B 47/430 SP-H abras	14	40	         1.022	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            5	PC	4C	 91	D	Z		             0	            5	PC	Z004	PK	           1		PC
		8300	8330		2199670	Core bit B 205/450 SP-H abras	14	40	         9.479	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	108	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199673	Core bit B 300/450 SP-H abras	14	40	        17.572	G		31.03.2020	           1	PC	HU	X		ZC	L05	 2	X6	L05	            1	PC	4C	 61	C	Z		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199675	Core bit B 400/450 SP-H abras	14	40	        26.400	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	116	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199677	Core bit B 500/450 SP-H abras	14	40	        37.332	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	116	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2199678	Core bit B 600/450 SP-H abras	14	40	        52.692	G		31.03.2020	           1	PC	HU			ZC	L05	 2	X6	L05	            1	PC	4C	116	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2203154	Drilling stand DD-ST 120 STL	14	40	     7.866,667	G		31.03.2020	           1	PC	CN	X	F	ZC	L05	 2	X6	L05	            1	PC	U4	 60	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2203159	Drilling stand DD-ST 120 SFL	14	40	     6.666,667	G		31.03.2020	           1	PC	CN	X	F	ZC	L05	 2	X6	L05	            1	PC	U4	 60	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2203487	Channel OS S-M CH50-2T1.5-5900 SS	14	40	         1.400	G		31.03.2020	       5,900	M	NO	X		ZC	L11	 2	X6	L11	        5,900	M	20	 92	D	N		             0	        5,900	M	Z004	PK	       5,900		M
		8300	8330		2203574	Bracket MIC-C90-DH-1000 concrete	14	40	        15.860	G		31.03.2020	           1	PC	AT	X		ZC	L06	 2	X6	L06	            1	PC	4C	 99	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2203660	Flange DGH 130	14	40	            65	G		31.03.2020	           1	PC	CN	X		ZC	L05	 2	X6	L05	            5	PC	4C	 61	D	Z		             0	            1	PC	Z004	PK	           1		PC
