13.09.2024                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                                                    1


		Material	Material Description	Plnt	MS	Typ	Combo Ind	BO items	      GrpValue	Curr.	BO quan.	Avail. QTY	Alt.ATP	SU	Altern.?	MM note	BO Note	Foc.Cust	l.postp.	maxDlvDate	ResCount	maxiPDdel.	maxRDdelay	maxPDdelay	 RES QTY	  PO qty	Next PO	  PO qty	Deliv.date	TABCD	XYZ	 PDT	ProcType	SPT	lastResc	PDcount	MRPCn	Name
		2264766	Flange TE 70 04 packed	8335	33	X6		      1		CLP	      1			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		2081522	Gear shifting gate	8335	33	X6		      1		CLP	      1			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		2081596	Grip frame upr.assy	8335	33	X6		      1		CLP	      2			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		2228303	Eccentric assy	8335	33	X6		      1		CLP	      1			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		2243952	O-ring 16X2.2	8335	33	X6		      1		CLP	      1			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		2126083	Holder assy	8335	33	X6		      1		CLP	      1			PC				X		20.08.2024			      999									 30	F	9S			U26	SP\RDC Harrisburg
		411616	O-ring 16X3.45	8335	40	X6		      2	        2.926	CLP	      2			PC				X		20.08.2024			      999							D	X	 30	F	9S			U26	SP\RDC Harrisburg
		344759	Conrod	8335	40	X6		      2	       10.970	CLP	      2			PC				X		20.08.2024			      999							D	Y	 30	F	9S			U26	SP\RDC Harrisburg
		2168832	Ram packed	8335	33	X6		      2	       86.054	CLP	      2			PC				X		20.08.2024			      999			      5	4537342376	      5	09.10.2024	D	Z	 30	F	9S			U26	SP\RDC Harrisburg
		2034566	Drive piston SV Fertig	8335	40	X6		      1	        7.565	CLP	      1			PC				X		20.08.2024			      999							D	Y	 30	F	9S			U26	SP\RDC Harrisburg
		202094	Rotary shaft seal 34X47X9	8335	40	PD		      2	       18.273	CLP	      2			PC				X		28.08.2024			      999							C	X	 30	F	9S			U26	SP\RDC Harrisburg
		2076134	Gear housing Service TE 70_03	8335	33	X6		      2	      118.047	CLP	      2			PC				X		28.08.2024			      999							D	Z	 30	F	9S			U26	SP\RDC Harrisburg
		2075445	Guide tube TE 70_03 packed	8335	40	PD		      3	       78.970	CLP	      3			PC				X	10.09.2024	10.09.2024	      1		      999							B	Y	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		441170	Striker piston TE 700 packed	8335	40	PD		      1	        9.983	CLP	      1			PC				X		20.08.2024			      999							C	X	 30	F	9S			U26	SP\RDC Harrisburg
		2160829	Sear  SIW 22T-A	3070	33	X6		      3	      144.281	CLP	      3			PC				X	12.09.2024	10.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		408184	Motor SIW 22T-A set (CE)	3070	40	X6		      7	      588.138	CLP	      7			PC				X	12.09.2024	11.09.2024	      1		      999							T	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		328889	Gear housing assy	3070	40	X6		      1	       28.537	CLP	      1			PC				X	28.08.2024	20.08.2024	      1		      999							B	Y	 15	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		344782	Toothed gear Z=41 *SINT*	3070	40	X6		      1	        6.710	CLP	      1			PC				X	28.08.2024	20.08.2024	      1		      999							D	Y	 15	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		240906	Cap assy	3070	40	X6		      6	       23.722	CLP	      6			PC				X	13.09.2024	12.09.2024	      1		      999			     33	4537317876	     33	19.09.2024	B	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		240872	Toothed gear Z=33	3070	40	X6		      2	       10.131	CLP	      2			PC				X	11.09.2024	05.09.2024	      1		      999							C	Y	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		343511	Retaining ring SW8VERSTAERKT	3070	40	X6		      2	          362	CLP	      2			PC				X	11.09.2024	05.09.2024	      1		      999							D	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		328886	Bearing plate assy	3070	40	X6		      3	       51.780	CLP	      3			PC				X	11.09.2024	10.09.2024	      1		      999							A	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		328894	Rotor 110V-120V assy	3070	40	X6		      1	       24.885	CLP	      1			PC				X	28.08.2024	20.08.2024	      1		      999							A	X	 15	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		2141099	Stop DX 5_01 kit	8770	33	X6		      1	          774	CLP	      1			PC				X	09.09.2024	20.08.2024	      1		      999							D	Z	 22	F	9S	09.09.2024	     1	U26	SP\RDC Harrisburg
		304529	Fastener guide X-5-460-F8	8770	40	X6		      1	       75.440	CLP	      1			PC				X	09.09.2024	20.08.2024	      1		      999							D	Z	 22	F	9S	09.09.2024	     1	AR4	Nicole Vergeli
		373297	Piston X-6-5-P8	8770	60	X6		      1	       21.667	CLP	      1			PC				X	09.09.2024	20.08.2024	      1		      999							C	Y	 22	F	9S	09.09.2024	     1	U26	SP\RDC Harrisburg
		367139	Pin set	8770	40	X6		      1	       15.376	CLP	      1			PC				X	09.09.2024	20.08.2024	      1		      999							D	N	 22	F	9S	09.09.2024	     1	U26	SP\RDC Harrisburg
		2110676	Gear housing TE 800 packed	8326	33	X6		      1	      282.653	CLP	      1			PC				X	26.08.2024	20.08.2024	      1		      999							B	Z	 17	F	9B	26.08.2024	     1	U26	SP\RDC Harrisburg
		233560	O-ring 58X2.5	8326	40	X6		      4	          714	CLP	      4			PC				X	26.08.2024	19.09.2024	      1		      999							D	X	  8	F	9B	26.08.2024	     1	U26	SP\RDC Harrisburg
		2031844	Cap	8326	33	X6		      2	       16.167	CLP	      2			PC				X	26.08.2024	18.09.2024	      1		      999									  8	F	9B	26.08.2024	     1	U26	SP\RDC Harrisburg
		2082374	Cover	8326	33	X6		      2	       12.199	CLP	      2			PC				X	26.08.2024	18.09.2024	      1		      999									  8	F	9B	26.08.2024	     1	U26	SP\RDC Harrisburg
		330864	Sleeve	8326	40	X6		      1	       13.752	CLP	      1			PC				X	26.08.2024	20.08.2024	      1		      999							A	X	  8	F	9B	26.08.2024	     1	U26	SP\RDC Harrisburg
		2093942	Gasket set TE 1000_02	3070	40	X6		     20	      427.149	CLP	     20			PC				X	13.09.2024	11.09.2024	      1		      999			    144	4537357159	    144	26.09.2024	T	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		440606	Dust shield front	3070	40	X6		     21	      111.866	CLP	     22			PC				X	13.09.2024	11.09.2024	      1		      999			    161	4537317876	    161	19.09.2024	A	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2078526	Supply cord TE 1000-AVR 120V 5m	3070	40	X6		      6	      326.325	CLP	      6			PC				X	06.09.2024	09.09.2024	      1		      999			     21	4537317876	     21	19.09.2024	T	X	 15	F	9S	06.09.2024	     1	U26	SP\RDC Harrisburg
		234126	Rotary shaft seal BAUM2X7-18X30X7	3070	40	X6		     14	       56.592	CLP	     14			PC				X	13.09.2024	12.09.2024	      1		      999							A	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		70446	O-ring 34.65X1.78	3070	40	X6		     14	        2.459	CLP	     14			PC				X	13.09.2024	12.09.2024	      1		      999							C	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		234199	Grooved ball bear. 15X35X11-2RS	3070	40	X6		     14	       87.352	CLP	     14			PC				X	13.09.2024	12.09.2024	      1		      999			    116	4537357160	    116	26.09.2024	A	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		330930	O-ring 56X2	3070	40	X6		     16	       23.835	CLP	     31			PC				X	13.09.2024	11.09.2024	      1		      999							B	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		330695	Seal	3070	40	X6		     15	       17.648	CLP	     15			PC				X	13.09.2024	11.09.2024	      1		      999			    151	4537357159	    151	26.09.2024	B	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		409313	Piston 36/DNI packed	8335	40	X6		      1	       29.907	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999			      9	4537342384	      9	09.10.2024	A	X	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3739	Spring clip	8335	40	X6		      1	        1.709	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							B	X	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3785	Piston guide assy	8335	40	X6		      1	      118.278	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							A	Y	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3758	Deflection spring	8335	40	PD		      1	          293	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							D	X	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3702	Annular spring	8335	40	PD		      1	          737	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999			      6	4537342384	      6	09.10.2024	C	Y	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		2181	Ball 6 G80	8335	40	PD		      1	           82	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							D	X	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3700	Sleeve assy	8335	40	X6		      1	       81.275	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							A	Y	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		3703	Ring	8335	40	X6		      1	       13.896	CLP	      1			PC					28.08.2024	21.08.2024	      1		      999							C	Z	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		2192944	Mounting plate BX 3_02 packed	8335	33	X6		      5	      377.723	CLP	      5			PC				X	10.09.2024	11.09.2024	      1		      999							D	Z	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2113598	Motor BX3-ME_01 single packed	8335	33	X6		      2	      663.031	CLP	      2			PC				X	10.09.2024	30.08.2024	      1		      999		      9		13521344	      9	17.10.2024	D	Z	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		321559	Chuck TE 1000/1500 packed	8770	40	X6		      3	   81.803.161	CLP	      3			PC				X	11.09.2024	13.09.2024	      2		      999			     20	4537366222	     20	07.10.2024	T	X	 22	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2332059	Dust shield	3070	33	X6		      8	       50.658	CLP	      8			PC				X	12.09.2024	09.09.2024	      1		      999									 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2084218	Cap	3070	33	X6		      4	       13.821	CLP	      4			PC				X	29.08.2024	30.08.2024	      1		      999									 15	F	9S	29.08.2024	     1	U26	SP\RDC Harrisburg
		2147741	Carbon brush 7x12,5x26 AV L82 silicone	3070	33	X6		      4	       20.157	CLP	      4			PC				X	12.09.2024	09.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		393961	Rotary shaft seal 32x42x7	3070	40	X6		      4	       13.533	CLP	      4			PC				X	12.09.2024	09.09.2024	      1		      999							B	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		366162	Sealing ring	3070	40	X6		      6	       22.555	CLP	      6			PC				X	12.09.2024	09.09.2024	      1		      999							B	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		366161	O-ring 17.04X3.53	3070	40	X6		      6	        3.840	CLP	      6			PC				X	12.09.2024	09.09.2024	      1		      999			     40	4537357159	     40	26.09.2024	C	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		233656	Sealing ring 18,4X25,4X5,4	3070	40	X6		      6	       46.550	CLP	      6			PC				X	12.09.2024	09.09.2024	      1		      999							T	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		391675	O-ring 20.22X3.53	3070	40	X6		      7	        6.048	CLP	     13			PC				X	12.09.2024	09.09.2024	      1		      999							B	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		277557	O-ring 16X2	3070	40	X6		      8	        3.447	CLP	     11			PC				X	12.09.2024	09.09.2024	      1		      999			     99	4537317876	     99	19.09.2024	D	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2014386	Stator TE 60_03 120V-127V packed	3070	40	X6		      1	       30.042	CLP	      1			PC				X	29.08.2024	21.08.2024	      1		      999							B	Y	 15	F	9S	29.08.2024	     1	U26	SP\RDC Harrisburg
		2014445	Electronics LT ATC 100-120V packed	3070	40	X6		      1	       12.318	CLP	      1			PC				X	29.08.2024	21.08.2024	      1		      999							C	Z	 15	F	9S	29.08.2024	     1	U26	SP\RDC Harrisburg
		2081589	Ring	3070	33	X6		      1	        1.824	CLP	      1			PC				X	29.08.2024	21.08.2024	      1		      999									 15	F	9S	29.08.2024	     1	U26	SP\RDC Harrisburg
		359349	Motor housing TE60 printed	3070	40	X6		      1		CLP	      1			PC				X		30.08.2024			        7							D	Z	 15	F	9S		     1	U26	SP\RDC Harrisburg
		330083	Comfort side handle assy	3070	40	X6		      1		CLP	      1			PC				X		30.08.2024			        7							C	Z	 15	F	9S		     1	U26	SP\RDC Harrisburg
		356029	Setting lever assy	3070	40	X6		      2	        4.703	CLP	      2			PC				X	12.09.2024	09.09.2024	      1		      999							D	Y	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2117116	Casing ATC/AVR printed	3070	33	X6		      1		CLP	      1			PC				X		21.08.2024			      999			      1	4537317876	      1	19.09.2024	D	Z	 15	F	9S			U26	SP\RDC Harrisburg
		2117114	Grip section	3070	33	X6		      1		CLP	      1			PC				X		21.08.2024			      999			      1	4537317876	      1	19.09.2024	D	Z	 15	F	9S			U26	SP\RDC Harrisburg
		2123739	Grooved ball bear. 12X32X10-Z-RS	3070	33	X6		      3	       25.050	CLP	      3			PC				X	12.09.2024	09.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2015826	Rotary shaft seal 14,8x35x5	3070	33	X6		      2	       23.228	CLP	      2			PC				X	12.09.2024	09.09.2024	      1		      999									 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2082766	Protective sleeve	3070	33	X6		      1	          256	CLP	      1			PC				X		23.09.2024			       22									 15	F	9S		     1	U26	SP\RDC Harrisburg
		2082535	Carbon brush 100 -120V set	3070	40	X6		      6	       19.556	CLP	      6			PC				X	11.09.2024	10.09.2024	      1		      999							T	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2067557	Drive piston SV finpt	3070	40	X6		      3	        7.859	CLP	      3			PC				X	11.09.2024	09.09.2024	      1		      999							B	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2083084	Conrod	3070	33	X6		      3	        9.656	CLP	      3			PC				X	11.09.2024	09.09.2024	      1		      999			     12	4537317876	     12	19.09.2024			 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		366875	Eccentric	3070	40	X6		      2	        2.276	CLP	      2			PC				X	30.08.2024	26.08.2024	      1		      999			     17	4537317876	     17	19.09.2024	C	X	 15	F	9S	30.08.2024	     1	U26	SP\RDC Harrisburg
		237994	Coupling	3070	40	X6		      4	       87.251	CLP	      4			PC				X	11.09.2024	09.09.2024	      1		      999			     21	4537317876	     21	19.09.2024	A	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2035597	Servicing set TE 3000-AVR	8770	40	X6		      3	      460.027	CLP	      3			PC				X	13.09.2024	09.09.2024	      1		      999			     26	4537366226	     26	07.10.2024	T	X	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2062819	Conrod mach	8770	40	X6		      1	       69.587	CLP	      1			PC				X	29.08.2024	21.08.2024	      1		      999			     24	4537349632	      5	03.10.2024	A	X	 22	F	9S	29.08.2024	     1	U26	SP\RDC Harrisburg
		2093942	Gasket set TE 1000_02	8770	33	X6		      4	      244.982	CLP	      4			PC				X	13.09.2024	10.09.2024	      1		      999							D	Z	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		440606	Dust shield front	8770	40	X6		      9	   15.586.414	CLP	      9			PC				X	13.09.2024	10.09.2024	      1		      999							B	X	 22	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2184374	O-ring 37X2	8335	33	X6		      1	        4.962	CLP	      1			PC						26.08.2024			        2							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2332059	Dust shield	8335	33	X6		      4	       34.904	CLP	      4			PC				X		17.09.2024			      999									 30	F	9S		     1	U26	SP\RDC Harrisburg
		2293846	Ram	8335	33	X6		      1	       19.448	CLP	      1			EA						26.08.2024			        2			     13	4537342376	     13	09.10.2024	D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2183786	Centering ring Ventil	8335	33	X6		      1	        6.012	CLP	      1			PC						26.09.2024			       25							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2107328	Setting sleeve	8335	33	X6		      1	        6.031	CLP	      1			PC						26.09.2024			       25							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		360150	Sealing ring 28x21,2x4,8	8678	40	X6		      8	       55.065	CLP	      8			PC				X	12.09.2024	11.09.2024	      2	        1	      999	        1						C	Y	  3	F	9S	12.09.2024	     1	CL1	Dayana Rodriguez
		2067033	Housing PR 2-HS upr.assy	8335	40	X6		      2	      314.600	CLP	      2			PC				X	10.09.2024	10.09.2024	      1		      999							C	N	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2066595	Core module PR 2-HS	8335	40	X6		      3	    3.034.771	CLP	      3			PC				X	13.09.2024	13.09.2024	      1		      999							A	N	 30	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2064683	Gasket set TE 1000 - 1500	3070	33	X6		      2	       56.168	CLP	      2			PC				X	11.09.2024	10.09.2024	      1		      999							A	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		321559	Chuck TE 1000/1500 packed	3070	40	X6		      6	      651.717	CLP	      6			PC				X	10.09.2024	09.09.2024	      1		      999							T	X	 15	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		330992	O-ring 32X12	3070	40	X6		     10	       74.716	CLP	     11			PC				X	10.09.2024	09.09.2024	      1		      999							T	X	 15	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2021755	Supply cord USA/CDN 15A 3xAWG14 3m assy	3070	33	X6		      2	       34.481	CLP	      2			PC				X	11.09.2024	10.09.2024	      1		      999									 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		321557	Ram TE 1000 packed	3070	40	X6		      1		CLP	      1			PC				X		22.08.2024			      999							B	Y	 15	F	9S			U26	SP\RDC Harrisburg
		330764	Absorber ring	3070	40	X6		      1		CLP	      1			PC				X		22.08.2024			      999							D	Y	 15	F	9S			U26	SP\RDC Harrisburg
		2138564	Motor housing	3070	33	X6		      1	        4.788	CLP	      1			PC				X	07.09.2024	22.08.2024	      1		      999							D	Z	 15	F	9S	07.09.2024	     1	U26	SP\RDC Harrisburg
		2138651	Rotor 120V assy	3070	33	X6		      1	       41.804	CLP	      1			PC				X	07.09.2024	22.08.2024	      1		      999							D	Z	 15	F	9S	07.09.2024	     1	U26	SP\RDC Harrisburg
		2138660	Carbon brush 6x10 120V set	3070	33	X6		      3	       11.072	CLP	      3			EA				X	12.09.2024	11.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2138731	Gear housing assy	3070	33	X6		      1	       16.265	CLP	      1			PC				X	07.09.2024	22.08.2024	      1		      999							D	Z	 15	F	9S	07.09.2024	     1	U26	SP\RDC Harrisburg
		2213983	Set of toothed gears Z38/11	3070	33	X6		      3	       32.017	CLP	      3			PC				X	12.09.2024	11.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		341472	Flange assy	3070	40	X6		      3	       29.772	CLP	      3			PC				X	12.09.2024	11.09.2024	      1		      999							A	X	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		2213982	Spindle 5/8"	3070	33	X6		      3	       41.290	CLP	      3			PC				X	12.09.2024	11.09.2024	      1		      999							D	Z	 15	F	9S	12.09.2024	     1	U26	SP\RDC Harrisburg
		344797	Seal	3070	40	X6		      2	        3.130	CLP	      2			PC				X	11.09.2024	03.09.2024	      1		      999							D	Y	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		349223	Cap assy	3070	40	X6		      3	       16.620	CLP	      3			PC				X	11.09.2024	11.09.2024	      1		      999							B	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		349862	O-ring 16X3	3070	40	X6		      3	        4.873	CLP	      5			PC				X	11.09.2024	11.09.2024	      1		      999			     20	4537317876	     20	19.09.2024	C	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		208991	Switch PF Poti assy	3070	40	X6		      4	       29.700	CLP	      4			PC				X	11.09.2024	11.09.2024	      1		      999							B	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2076745	Line filter TE 1000_02 100V-127V packed	3070	40	X6		      4	      182.701	CLP	      4			PC				X	06.09.2024	03.09.2024	      1		      999			     13	4537357159	     13	26.09.2024	A	X	 15	F	9S	06.09.2024	     1	U26	SP\RDC Harrisburg
		2028878	Battery charger C 4/36-350 115V box	3070	40	X6		      4	      462.946	CLP	      4			PC				X		11.09.2024			      999							A	X	  2	F	LA			L15	Daniel Ruiz
		428244	Brush holder 24V TE4-A22 01 set	3070	33	X6		      2	      109.203	CLP	      2			PC				X	09.09.2024	06.09.2024	      1		      999							B	Y	 15	F	9S	09.09.2024	     1	U26	SP\RDC Harrisburg
		2031722	Switch TE2-A22_02 assy packed	3070	40	X6		      1	       24.580	CLP	      1			PC				X		26.08.2024			      999							T	X	 15	F	9S			U26	SP\RDC Harrisburg
		329188	Dust shield	3070	40	X6		      1	          361	CLP	      1			PC				X		26.08.2024			      999							D	Y	 15	F	9S			U26	SP\RDC Harrisburg
		2093990	Electronics TE 1000_02 100-127V packed	3070	40	X6		      7	    1.744.221	CLP	      7			PC				X	11.09.2024	09.09.2024	      1		      999							T	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		250740	Grooved ball bear. 8X22X7-2RS	3070	40	X6		      6	       13.878	CLP	      6			PC				X	13.09.2024	11.09.2024	      1		      999							B	X	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		234026	Ball 15 III	3070	40	X6		      3	        5.524	CLP	      9			PC				X		09.09.2024			      999							C	X	 15	F	9S			U26	SP\RDC Harrisburg
		250530	Flexible conductor ESD/PE assy	3070	40	X6		      5	       26.723	CLP	      5			PC				X	06.09.2024	09.09.2024	      1		      999			     29	4537357159	     29	26.09.2024	B	X	 15	F	9S	06.09.2024	     1	U26	SP\RDC Harrisburg
		393592	O-ring 56X3	3070	40	X6		      9	       23.035	CLP	      9			PC				X	06.09.2024	09.09.2024	      1		      999							A	X	 15	F	9S	06.09.2024	     1	U26	SP\RDC Harrisburg
		2093757	Ram TE 1000_02 packed	3070	40	X6		      1	       23.132	CLP	      1			PC				X		26.08.2024			      999							A	X	 15	F	9S			U26	SP\RDC Harrisburg
		2095059	Guide tube Omega packed	3070	40	X6		      4	      150.621	CLP	      4			PC				X	10.09.2024	09.09.2024	      1		      999							A	X	 15	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2065221	Drive piston	3070	40	X6		      2	       14.658	CLP	      2			PC				X	31.08.2024	30.08.2024	      1		      999							B	X	 15	F	9S	31.08.2024	     1	U26	SP\RDC Harrisburg
		330864	Sleeve	3070	40	X6		      8	       43.082	CLP	      8			PC				X	10.09.2024	09.09.2024	      1		      999							A	X	 15	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2076133	Flange Service TE 70_03	3070	40	X6		      1	       55.280	CLP	      1			PC				X		26.08.2024			      999			      3	4537317876	      3	19.09.2024	B	Y	 15	F	9S			U26	SP\RDC Harrisburg
		280395	Shaft M M27x2	8335	40	X6		      3	      301.979	CLP	      3			PC				X	10.09.2024	12.09.2024	      1		      999							A	Y	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		417535	Grooved ball bear. 30X55X13-2RS	8335	40	PD		      3	       46.487	CLP	      3			PC				X	10.09.2024	12.09.2024	      1		      999							C	X	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		281057	Toothed gear z9	8335	40	PD		      1	        3.535	CLP	      1			PC				X	28.08.2024	26.08.2024	      1		      999							D	Y	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		280722	Slider	8335	40	X6		      1	        5.142	CLP	      1			PC				X	28.08.2024	26.08.2024	      1		      999							D	Y	 30	F	9S	28.08.2024	     1	U26	SP\RDC Harrisburg
		39563	Shaft DD 110-D packed	8335	40	PD		      3	      644.118	CLP	      3			PC				X	10.09.2024	12.09.2024	      1		      999							A	Y	 30	F	9S	10.09.2024	     1	U26	SP\RDC Harrisburg
		2184374	O-ring 37X2	3070	33	X6		      3	        2.653	CLP	      3			PC				X	11.09.2024	09.09.2024	      1		      999							D	Z	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		209378	Sealing ring 18,85x2,93x22,25	3070	40	X6		      4	        9.621	CLP	      5			PC				X	11.09.2024	09.09.2024	      1		      999							B	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2150956	Sealing ring 22x17,1x4,6	3070	40	X6		      4	       19.054	CLP	      4			PC				X	11.09.2024	09.09.2024	      1		      999							A	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		209379	O-ring 13.94X2.62	3070	40	X6		      4	        1.851	CLP	      5			PC				X	11.09.2024	09.09.2024	      1		      999							C	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2161044	O-ring 24.99X3.53	3070	33	X6		      3	        6.271	CLP	      6			PC				X	11.09.2024	09.09.2024	      1		      999							D	Z	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2181093	Conrod SV finpt	3070	33	X6		      1	        4.492	CLP	      1			PC				X		26.08.2024			      999			      8	4537357159	      8	26.09.2024	D	Z	 15	F	9S			U26	SP\RDC Harrisburg
		2103956	Cap assy	3070	33	X6		      3	       33.525	CLP	      3			PC				X	11.09.2024	09.09.2024	      1		      999		     43		13525519	     43	30.09.2024	D	Z	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		346291	Ball bearing 10X26X12,4	3070	40	X6		      9	      129.629	CLP	      9			PC				X	11.09.2024	11.09.2024	      1		      999							T	X	 15	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2284390	Gasket set TE 500 STD	8335	33	X6		      4	      418.481	CLP	      4			PC				X	11.09.2024	11.09.2024	      1		      999		      3		13529511	      3	21.10.2024	D	Z	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2176839	Ram TE 500 (03)	8335	33	X6		      4	      100.269	CLP	      4			PC				X	11.09.2024	11.09.2024	      1		      999							D	Z	 30	F	9S	11.09.2024	     1	U26	SP\RDC Harrisburg
		2123888	Stator TE3-CL_01 220-240V packed	8335	33	X6		      1	       13.116	CLP	      1			PC				X	26.08.2024	26.08.2024	      1		      999							D	Z	 30	F	9S	26.08.2024	     1	U26	SP\RDC Harrisburg
